item_number,item_description,category,state_bottle_cost,state_bottle_retail,bottle_volume_ml,image_url
40152,Deep Eddy Cranberry,1031200.0,8.5,12.75,750,https://shop.iowaabd.com/images/product-small/040152.png
40244,Prairie Organic Cucumber,1031200.0,11.0,16.5,750,https://shop.iowaabd.com/images/product-small/39694-1.jpg
77900,Smirnoff Sours Berry Lemon,1031200.0,8.25,12.38,750,https://shop.iowaabd.com/images/product-small/077900-1.jpg
77698,Smirnoff Orange,1031200.0,8.25,12.38,750,https://shop.iowaabd.com/images/product-small/077698-1.jpg
77688,Smirnoff Lime,1031200.0,8.25,12.38,750,https://shop.iowaabd.com/images/product-small/077688-1.jpg
77378,Smirnoff Sorbet Light Raspberry Pomegranate,1031200.0,8.25,12.38,750,https://shop.iowaabd.com/images/product-small/077378.jpg
77714,Smirnoff Pineapple,1031200.0,8.25,12.38,750,https://shop.iowaabd.com/images/product-small/077714-1.jpg
940831,SOOH Skyy Infusions Blood Orange,1031200.0,7.5,11.25,750,https://shop.iowaabd.com/images/product-small/940831-1.png
40126,Burnetts Mango Pineapple,1031200.0,4.5,6.75,750,https://shop.iowaabd.com/images/product-small/40126-1.jpg
77875,Smirnoff Sours Green Apple,1031200.0,8.25,12.38,750,https://shop.iowaabd.com/images/product-small/77875.jpg
40465,Skyy Infusions Wild Strawberry,1031200.0,7.5,11.25,750,https://shop.iowaabd.com/images/product-small/40465-1.png
41360,UV Pink Lemonade,1031200.0,6.5,9.75,750,https://shop.iowaabd.com/images/product-small/041360.jpg
39476,Seagrams Lime Vodka,1031200.0,5.38,8.07,750,https://shop.iowaabd.com/images/product-small/033256.jpg
40821,Skyy Infusions Pineapple,1031200.0,7.5,11.25,750,https://shop.iowaabd.com/images/product-small/40821-1.png
41209,Firefly Sweet Tea,1031200.0,9.34,14.01,750,https://shop.iowaabd.com/images/product-small/041209.jpg
73854,Fire in the Hole Cinnamon Vodka,1031200.0,10.0,15.0,750,https://shop.iowaabd.com/images/product-small/73854-1.jpg
36034,Pearl Peach,1031200.0,7.0,10.5,750,https://shop.iowaabd.com/images/product-small/036034-1.jpg
41989,UV Cake,1031200.0,6.5,9.75,750,https://shop.iowaabd.com/images/product-small/041989.jpg
35179,Pearl Blueberry,1031200.0,7.0,10.5,750,https://shop.iowaabd.com/images/product-small/035179-1.jpg
41161,Rain Cucumber,1031200.0,7.5,11.25,750,https://shop.iowaabd.com/images/product-small/39827-1-2.jpg
39699,North Forty Peach Vodka,1031200.0,13.0,19.5,750,https://shop.iowaabd.com/images/product-small/39699-1.jpg
39577,North Forty Raspberry Vodka,1031200.0,13.0,19.5,750,https://shop.iowaabd.com/images/product-small/39577-1.jpg
40289,New Amsterdam Coconut,1031200.0,7.5,11.25,750,https://shop.iowaabd.com/images/product-small/040289.jpg
40359,Burnetts Strawberry Banana,1031200.0,4.5,6.75,750,https://shop.iowaabd.com/images/product-small/40359-1.jpg
73817,Firefly Lemonade,1031200.0,9.34,14.01,750,https://shop.iowaabd.com/images/product-small/041209.jpg
35527,Bakon,1031200.0,15.0,22.5,750,https://shop.iowaabd.com/images/product-small/035527.png
76876,Plume & Petal Peach Wave,1031200.0,10.0,15.0,750,https://shop.iowaabd.com/images/product-small/76876-1.jpg
39952,New Amsterdam Grapefruit,1031200.0,3.5,5.25,375,https://shop.iowaabd.com/images/product-small/40048-1.png
41698,UV Ivory Vanilla,1031200.0,6.5,9.75,750,https://shop.iowaabd.com/images/product-small/041698.jpg
40073,New Amsterdam Mango,1031200.0,14.0,21.0,1750,https://shop.iowaabd.com/images/product-small/040070-1-2.png
40182,New Amsterdam Orange Mini,1031200.0,5.54,8.31,50,https://shop.iowaabd.com/images/product-small/040186.jpg
73848,Firefly Ruby Red Grapefruit Mini,1031200.0,6.0,9.0,50,https://shop.iowaabd.com/images/product-small/39680-1.jpg
940067,SOOH New Amsterdam Mango Mini,1031200.0,5.54,8.31,50,https://shop.iowaabd.com/images/product-small/940067-1.jpg
39559,Deep Eddy Peach Mini,1031200.0,5.05,7.58,50,https://shop.iowaabd.com/images/product-small/039922-1.jpg
40244,Prairie Organic Cucumber,1031200.0,10.0,15.0,750,https://shop.iowaabd.com/images/product-small/39694-1.jpg
40804,Skyy Infusions Citrus,1031200.0,7.5,11.25,750,https://shop.iowaabd.com/images/product-small/40804-1.png
39690,Cucumber Vodka,1031200.0,11.0,16.5,750,https://shop.iowaabd.com/images/product-small/39690-1.png
76872,Plume & Petal Cucumber Splash,1031200.0,10.0,15.0,750,https://shop.iowaabd.com/images/product-small/76872-1.jpg
39443,Lemon Vodka,1031200.0,11.0,16.5,750,https://shop.iowaabd.com/images/product-small/39443-1.png
76874,Plume & Petal Lemon Drift,1031200.0,10.0,15.0,750,https://shop.iowaabd.com/images/product-small/76874-1.jpg
977663,SOOH Smirnoff Fluffed Marshmallow,1031200.0,8.25,12.38,750,https://shop.iowaabd.com/images/product-small/977663-1.jpg
39694,Prairie Organic Cucumber,1031200.0,11.0,16.5,750,https://shop.iowaabd.com/images/product-small/39694-1.jpg
41512,Seagrams Apple Vodka,1031200.0,5.38,8.07,750,https://shop.iowaabd.com/images/product-small/41512-1.jpg
39611,North Forty Vanilla Vodka,1031200.0,16.0,24.0,750,https://shop.iowaabd.com/images/product-small/39611-1.jpg
36574,Svedka Blue Raspberry Mini,1032200.0,6.21,9.32,50,https://shop.iowaabd.com/images/product-small/36574-1.jpg
36808,Stolichnaya Cucumber,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/36808-1.jpg
34032,Absolut Citron,1032200.0,19.99,29.99,1750,https://shop.iowaabd.com/images/product-small/034029.jpg
34036,Absolut Pears,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/034036.jpg
75183,Ketel One Botanical Peach & Orange Blossom,1032200.0,12.5,18.75,750,https://shop.iowaabd.com/images/product-small/75183-1.jpg
64716,Ciroc Peach,1032200.0,16.49,24.74,750,https://shop.iowaabd.com/images/product-small/064711-1.jpg
36576,Svedka Blue Raspberry,1032200.0,8.75,13.13,750,https://shop.iowaabd.com/images/product-small/36576-1.png
33466,Absolut Lime Mini,1032200.0,5.88,8.82,50,https://shop.iowaabd.com/images/product-small/33466-1.png
64722,Ciroc Peach,1032200.0,5.0,7.5,200,https://shop.iowaabd.com/images/product-small/064711-1.jpg
64511,Ciroc Apple,1032200.0,9.25,13.88,375,https://shop.iowaabd.com/images/product-small/064510-1.png
64759,Ciroc Red Berry,1032200.0,5.0,7.5,200,https://shop.iowaabd.com/images/product-small/064755.jpg
64913,Ciroc Mango,1032200.0,9.25,13.88,375,https://shop.iowaabd.com/images/product-small/64912-1.jpg
64571,Ciroc Pineapple,1032200.0,5.0,7.5,200,https://shop.iowaabd.com/images/product-small/064571-1.jpg
64513,Ciroc Apple,1032200.0,22.75,34.13,1000,https://shop.iowaabd.com/images/product-small/064510-1.png
933935,Pearl Citrus,1032200.0,8.67,13.01,1000,https://shop.iowaabd.com/images/product-small/034546-1.jpg
64572,Ciroc Pineapple,1032200.0,9.25,13.88,375,https://shop.iowaabd.com/images/product-small/064571-1.jpg
64510,Ciroc Apple,1032200.0,5.0,7.5,200,https://shop.iowaabd.com/images/product-small/064510-1.png
34995,Three Olives Grape,1032200.0,9.96,14.94,750,https://shop.iowaabd.com/images/product-small/034995.jpg
34871,Stolichnaya Razberi,1032200.0,15.97,23.96,1000,https://shop.iowaabd.com/images/product-small/34871-1.jpg
75181,Ketel One Botanical Grapefruit & Rose,1032200.0,12.5,18.75,750,https://shop.iowaabd.com/images/product-small/75181-1.jpg
34737,Stolichnaya Ohranj,1032200.0,15.97,23.96,1000,https://shop.iowaabd.com/images/product-small/34737-1.jpg
34015,Absolut Apeach,1032200.0,14.99,22.49,1000,https://shop.iowaabd.com/images/product-small/034014.jpg
64762,Ciroc Red Berry,1032200.0,9.25,13.88,375,https://shop.iowaabd.com/images/product-small/064755.jpg
34839,Svedka Citron,1032200.0,8.75,13.13,750,https://shop.iowaabd.com/images/product-small/034839.png
64512,Ciroc Apple,1032200.0,16.49,24.74,750,https://shop.iowaabd.com/images/product-small/064510-1.png
34014,Absolut Apeach,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/034014.jpg
33658,Svedka Mango Pineapple,1032200.0,8.75,13.13,750,https://shop.iowaabd.com/images/product-small/033658.png
34972,Three Olives Cherry,1032200.0,9.96,14.94,750,https://shop.iowaabd.com/images/product-small/034972.jpg
35628,Pinnacle Whipped,1032200.0,10.0,15.0,1750,https://shop.iowaabd.com/images/product-small/35628-1.jpg
33467,Absolut Lime,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/33467-1.png
34078,Absolut Vanilia,1032200.0,14.99,22.49,1000,https://shop.iowaabd.com/images/product-small/034076.jpg
34117,Absolut Mandrin,1032200.0,14.99,22.49,1000,https://shop.iowaabd.com/images/product-small/034116.jpg
34255,Effen Raspberry,1032200.0,12.5,18.75,750,https://shop.iowaabd.com/images/product-small/34255-1.jpg
64755,Ciroc Red Berry,1032200.0,16.49,24.74,750,https://shop.iowaabd.com/images/product-small/064755.jpg
34030,Absolut Citron,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/034029.jpg
64912,Ciroc Mango,1032200.0,5.0,7.5,200,https://shop.iowaabd.com/images/product-small/64912-1.jpg
64711,Ciroc Peach,1032200.0,9.25,13.88,375,https://shop.iowaabd.com/images/product-small/064711-1.jpg
33660,Svedka Mango Pineapple,1032200.0,13.5,20.25,1750,https://shop.iowaabd.com/images/product-small/033658.png
35354,Absolut Mango,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/035354.jpg
37043,Stoli Lime Mini,1032200.0,5.88,8.82,50,https://shop.iowaabd.com/images/product-small/37044-1.jpg
75165,Ketel One Botanical Cucumber & Mint,1032200.0,12.5,18.75,750,https://shop.iowaabd.com/images/product-small/75165-1.jpg
34029,Absolut Citron,1032200.0,12.49,18.74,1000,https://shop.iowaabd.com/images/product-small/034029.jpg
34078,Absolut Vanilia,1032200.0,12.49,18.74,1000,https://shop.iowaabd.com/images/product-small/034076.jpg
64011,Absolut Juice Edition Strawberry,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/64011-1.jpg
33665,Svedka Strawberry Lemonade,1032200.0,13.5,20.25,1750,https://shop.iowaabd.com/images/product-small/033663.png
33663,Svedka Strawberry Lemonade,1032200.0,8.75,13.13,750,https://shop.iowaabd.com/images/product-small/033663.png
35964,Three Olives Loopy,1032200.0,9.96,14.94,750,https://shop.iowaabd.com/images/product-small/035964.jpg
34870,Stolichnaya Razberi,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/34871-1.jpg
34029,Absolut Citron,1032200.0,14.99,22.49,1000,https://shop.iowaabd.com/images/product-small/034029.jpg
34052,Absolut Raspberri,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/034051.jpg
34026,Absolut Peppar,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/034026.jpg
34076,Absolut Vanilia,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/034076.jpg
36468,Effen Blood Orange,1032200.0,12.5,18.75,750,https://shop.iowaabd.com/images/product-small/36468-1.jpg
35626,Pinnacle Whipped,1032200.0,6.5,9.75,750,https://shop.iowaabd.com/images/product-small/35628-1.jpg
34117,Absolut Mandrin,1032200.0,12.49,18.74,1000,https://shop.iowaabd.com/images/product-small/034116.jpg
34051,Absolut Raspberri,1032200.0,14.99,22.49,1000,https://shop.iowaabd.com/images/product-small/034051.jpg
67357,Svedka Pure Infusions Strawberry Guava Vodka,1032200.0,8.75,13.13,750,https://shop.iowaabd.com/images/product-small/67357-1.png
64715,Ciroc Peach,1032200.0,22.74,34.11,1000,https://shop.iowaabd.com/images/product-small/064711-1.jpg
34881,Stolichnaya Vanil,1032200.0,15.97,23.96,1000,https://shop.iowaabd.com/images/product-small/34881-1.jpg
64914,Ciroc Mango,1032200.0,16.49,24.74,750,https://shop.iowaabd.com/images/product-small/64912-1.jpg
67350,Svedka Pure Infusions Dragonfruit Melon Vodka,1032200.0,8.75,13.13,750,https://shop.iowaabd.com/images/product-small/67350-1.png
34786,Stolichnaya Blueberi,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/034787-1.jpg
34051,Absolut Raspberri,1032200.0,12.49,18.74,1000,https://shop.iowaabd.com/images/product-small/034051.jpg
34116,Absolut Mandrin,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/034116.jpg
36578,Svedka Blue Raspberry,1032200.0,13.5,20.25,1750,https://shop.iowaabd.com/images/product-small/36576-1.png
34787,Stolichnaya Blueberi,1032200.0,15.97,23.96,1000,https://shop.iowaabd.com/images/product-small/034787-1.jpg
34015,Absolut Apeach,1032200.0,12.49,18.74,1000,https://shop.iowaabd.com/images/product-small/034014.jpg
64752,Ciroc Red Berry,1032200.0,22.75,34.13,1000,https://shop.iowaabd.com/images/product-small/064755.jpg
34877,Stoli Strasberi,1032200.0,15.97,23.96,1000,https://shop.iowaabd.com/images/product-small/34877-1.jpg
37010,Svedka Rose Mini,1032200.0,8.56,12.84,50,https://shop.iowaabd.com/images/product-small/065204.jpg
34395,Effen Cucumber,1032200.0,12.5,18.75,750,https://shop.iowaabd.com/images/product-small/034395.jpg
37389,E.T.51 Espresso Flavored Vodka,1032200.0,9.7,14.55,375,https://shop.iowaabd.com/images/product-small/37389-1.jpg
34189,Effen Black Cherry,1032200.0,12.5,18.75,750,https://shop.iowaabd.com/images/product-small/034189.jpg
64009,Absolut Juice Edition Apple,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/64009-1.jpg
64439,Ciroc Black Raspberry,1032200.0,9.25,13.88,375,https://shop.iowaabd.com/images/product-small/76457-1.jpg
75183,Ketel One Botanical Peach & Orange Blossom,1032200.0,11.33,17.0,750,https://shop.iowaabd.com/images/product-small/75183-1.jpg
35628,Pinnacle Whipped,1032200.0,12.59,18.89,1750,https://shop.iowaabd.com/images/product-small/35628-1.jpg
37044,Stoli Lime,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/37044-1.jpg
34449,Ketel One Citroen,1032200.0,12.5,18.75,750,https://shop.iowaabd.com/images/product-small/034449.jpg
35453,Svedka Cherry,1032200.0,8.75,13.13,750,https://shop.iowaabd.com/images/product-small/034820.png
34815,Svedka Vanilla,1032200.0,8.75,13.13,750,https://shop.iowaabd.com/images/product-small/034820.png
36435,Svedka Cucumber Lime,1032200.0,8.75,13.13,750,https://shop.iowaabd.com/images/product-small/036435-1.png
36769,Absolut Grapefruit,1032200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/36769-1.jpg
37012,Svedka Rose,1032200.0,8.75,13.13,750,https://shop.iowaabd.com/images/product-small/37012-1.png
75165,Ketel One Botanical Cucumber & Mint,1032200.0,11.33,17.0,750,https://shop.iowaabd.com/images/product-small/75165-1.jpg
34959,Three Olives Raspberry,1032200.0,9.96,14.94,750,https://shop.iowaabd.com/images/product-small/34255-1.jpg
34812,Svedka Raspberry,1032200.0,8.75,13.13,750,https://shop.iowaabd.com/images/product-small/034812.png
35626,Pinnacle Whipped,1032200.0,7.35,11.03,750,https://shop.iowaabd.com/images/product-small/35628-1.jpg
64573,Ciroc Pineapple,1032200.0,16.49,24.74,750,https://shop.iowaabd.com/images/product-small/064571-1.jpg
34886,Three Olives Berry,1032200.0,9.96,14.94,750,https://shop.iowaabd.com/images/product-small/034919.jpg
34823,Svedka Clementine,1032200.0,8.75,13.13,750,https://shop.iowaabd.com/images/product-small/034823.png
35934,Grey Goose Cherry Noir,1032200.0,18.49,27.74,750,https://shop.iowaabd.com/images/product-small/035934.jpg
34605,Grey Goose La Poire,1032200.0,18.49,27.74,750,https://shop.iowaabd.com/images/product-small/034605.jpg
75181,Ketel One Botanical Grapefruit & Rose,1032200.0,11.33,17.0,750,https://shop.iowaabd.com/images/product-small/75181-1.jpg
34092,Belvedere Pink Grapefruit,1032200.0,17.15,25.73,750,https://shop.iowaabd.com/images/product-small/034092.jpg
34267,Grey Goose Le Citron,1032200.0,18.49,27.74,750,https://shop.iowaabd.com/images/product-small/034267.jpg
35022,Van Gogh Double Expresso,1032200.0,12.0,18.0,750,https://shop.iowaabd.com/images/product-small/068013-1.png
36473,Effen Green Apple,1032200.0,12.5,18.75,750,https://shop.iowaabd.com/images/product-small/36473-1.jpg
33469,Absolut Lime,1032200.0,19.99,29.99,1750,https://shop.iowaabd.com/images/product-small/33467-1.png
35117,Van Gogh Double Expresso Mini,1032200.0,7.2,10.8,50,https://shop.iowaabd.com/images/product-small/068013-1.png
67353,SVEDKA Pure Infusions Ginger Lime Vodka,1032200.0,8.75,13.13,750,https://shop.iowaabd.com/images/product-small/67353-1.png
34436,Grey Goose L'Orange,1032200.0,18.49,27.74,750,https://shop.iowaabd.com/images/product-small/034436.jpg
35039,Three Olives Pomegranate,1032200.0,9.96,14.94,750,https://shop.iowaabd.com/images/product-small/034919.jpg
36531,Figenza Mediterranean Fig Vodka,1032200.0,22.5,33.75,750,https://shop.iowaabd.com/images/product-small/36531-1.jpg
36531,Figenza Mediterranean Vodka,1032200.0,22.5,33.75,750,https://shop.iowaabd.com/images/product-small/36531-1.jpg
34449,Ketel One Citroen,1032200.0,11.33,17.0,750,https://shop.iowaabd.com/images/product-small/034449.jpg
35453,Svedka Cherry DISCO,1032200.0,8.75,13.13,750,https://shop.iowaabd.com/images/product-small/034820.png
22155,Wild Turkey 101 Round,1011200.0,6.5,9.75,375,https://shop.iowaabd.com/images/product-small/22155-1.png
22151,Wild Turkey 101 Mini,1011200.0,12.45,18.68,50,https://shop.iowaabd.com/images/product-small/022151.jpg
19096,Jim Beam PET,1011200.0,10.5,15.75,750,https://shop.iowaabd.com/images/product-small/19096-1.jpg
27780,Jim Beam Apple Mini,1011200.0,5.4,8.1,50,https://shop.iowaabd.com/images/product-small/027780-1.jpg
19064,Jim Beam,1011200.0,5.5,8.25,375,https://shop.iowaabd.com/images/product-small/101126-1.png
19063,Jim Beam,1011200.0,3.5,5.25,200,https://shop.iowaabd.com/images/product-small/101126-1.png
17206,Cedar Ridge Bourbon,1011200.0,18.1,27.15,750,https://shop.iowaabd.com/images/product-small/17206-1-2.jpg
17086,Bulleit Bourbon,1011200.0,16.5,24.75,750,https://shop.iowaabd.com/images/product-small/017086.jpg
19061,Jim Beam Mini,1011200.0,5.4,8.1,50,https://shop.iowaabd.com/images/product-small/19061-1.jpg
22156,Wild Turkey 101,1011200.0,14.0,21.0,750,https://shop.iowaabd.com/images/product-small/22156-1.png
19477,Makers Mark,1011200.0,22.04,33.06,1000,https://shop.iowaabd.com/images/product-small/019476.jpg
28279,Jim Beam Peach,1011200.0,10.5,15.75,750,https://shop.iowaabd.com/images/product-small/28278-1.jpg
19066,Jim Beam,1011200.0,10.5,15.75,750,https://shop.iowaabd.com/images/product-small/101126-1.png
21598,Ten High,1011200.0,9.24,13.86,1750,https://shop.iowaabd.com/images/product-small/21598-1.jpg
19068,Jim Beam,1011200.0,21.0,31.5,1750,https://shop.iowaabd.com/images/product-small/101126-1.png
28275,Jim Beam Peach Mini,1011200.0,5.4,8.1,50,https://shop.iowaabd.com/images/product-small/28275-1.jpg
27408,Jim Beam Honey Mini,1011200.0,5.4,8.1,50,https://shop.iowaabd.com/images/product-small/027408.jpg
17916,Elijah Craig,1011200.0,15.0,22.5,750,https://shop.iowaabd.com/images/product-small/17916-1.jpg
27479,Cody Road Bourbon,1011200.0,19.17,28.76,750,https://shop.iowaabd.com/images/product-small/27479-1.jpg
19021,Jim Beam Black Mini,1011200.0,7.3,10.95,50,https://shop.iowaabd.com/images/product-small/19021-1.jpg
19226,Knob Creek,1011200.0,20.0,30.0,750,https://shop.iowaabd.com/images/product-small/26977-1.jpg
19062,Jim Beam,1011200.0,1.25,1.88,100,https://shop.iowaabd.com/images/product-small/101126-1.png
28039,Jim Beam Vanilla Mini,1011200.0,5.4,8.1,50,https://shop.iowaabd.com/images/product-small/28039-1-2.jpg
27781,Jim Beam Apple,1011200.0,1.25,1.88,100,https://shop.iowaabd.com/images/product-small/27783-1.jpg
27783,Jim Beam Apple,1011200.0,10.5,15.75,750,https://shop.iowaabd.com/images/product-small/27783-1.jpg
28276,Jim Beam Peach,1011200.0,1.25,1.88,100,https://shop.iowaabd.com/images/product-small/28278-1.jpg
19067,Jim Beam,1011200.0,12.59,18.89,1000,https://shop.iowaabd.com/images/product-small/101126-1.png
19476,Makers Mark,1011200.0,17.5,26.25,750,https://shop.iowaabd.com/images/product-small/019476.jpg
17958,Evan Williams Black,1011200.0,15.5,23.25,1750,https://shop.iowaabd.com/images/product-small/17958-1-2.png
20247,Old Crow,1011200.0,5.0,7.5,1000,https://shop.iowaabd.com/images/product-small/020246.jpg
22158,Wild Turkey 101,1011200.0,25.0,37.5,1750,https://shop.iowaabd.com/images/product-small/22156-1.png
19475,Makers Mark Replica,1011200.0,8.99,13.49,375,https://shop.iowaabd.com/images/product-small/019475-1.jpg
19478,Makers Mark,1011200.0,32.5,48.75,1750,https://shop.iowaabd.com/images/product-small/019476.jpg
22157,Wild Turkey 101,1011200.0,16.66,24.99,1000,https://shop.iowaabd.com/images/product-small/22156-1.png
17915,Elijah Craig Small Batch,1011200.0,8.5,12.75,375,https://shop.iowaabd.com/images/product-small/17915-1.jpg
16562,Angels Envy Bourbon Port Finished,1011200.0,24.5,36.75,750,https://shop.iowaabd.com/images/product-small/016562.png
21597,Ten High,1011200.0,4.94,7.41,1000,https://shop.iowaabd.com/images/product-small/21598-1.jpg
16676,Basil Hayden 8YR,1011200.0,21.0,31.5,750,https://shop.iowaabd.com/images/product-small/016676.jpg
18604,High West,1011200.0,21.0,31.5,750,https://shop.iowaabd.com/images/product-small/018604-1.png
18198,Ezra Brooks Sour Mash Bourbon,1011200.0,14.5,21.75,1750,https://shop.iowaabd.com/images/product-small/18196-1.jpg
16517,Ancient Age Bourbon,1011200.0,7.5,11.25,1000,https://shop.iowaabd.com/images/product-small/016516.jpg
27409,Jim Beam Honey,1011200.0,5.5,8.25,375,https://shop.iowaabd.com/images/product-small/27409-1.jpg
17127,Cabin Still Str Bourbon,1011200.0,5.0,7.5,1000,https://shop.iowaabd.com/images/product-small/017127.jpg
22217,Woodford Reserve,1011200.0,26.49,39.74,1000,https://shop.iowaabd.com/images/product-small/22228-1.jpg
16396,Old Forester Signature 100prf Bourbon,1011200.0,11.8,17.7,750,https://shop.iowaabd.com/images/product-small/16396-1.jpg
22215,Woodford Reserve,1011200.0,22.49,33.74,750,https://shop.iowaabd.com/images/product-small/22228-1.jpg
16988,Bourbon Supreme Bourbon,1011200.0,10.0,15.0,1750,https://shop.iowaabd.com/images/product-small/016987-1.jpg
16682,Basil Hayden,1011200.0,40.0,60.0,1750,https://shop.iowaabd.com/images/product-small/016676.jpg
18408,G & W Bourbon,1011200.0,11.1,16.65,1750,https://shop.iowaabd.com/images/product-small/18408-1.jpg
17087,Bulleit Bourbon,1011200.0,20.49,30.74,1000,https://shop.iowaabd.com/images/product-small/017086.jpg
21206,Rebel Yell KSBW,1011200.0,8.5,12.75,750,https://shop.iowaabd.com/images/product-small/21206-1.jpg
17520,Clyde Mays Straight Bourbon,1011200.0,20.0,30.0,750,https://shop.iowaabd.com/images/product-small/17520-1.png
16518,Ancient Age Bourbon,1011200.0,11.8,17.7,1750,https://shop.iowaabd.com/images/product-small/016516.jpg
17957,Evan Williams  Black,1011200.0,8.67,13.01,1000,https://shop.iowaabd.com/images/product-small/17957-1.jpg
16987,Bourbon Supreme Bourbon,1011200.0,4.7,7.05,1000,https://shop.iowaabd.com/images/product-small/016987-1.jpg
27369,Cedar Ridge Port Cask Finished Bourbon,1011200.0,25.5,38.25,750,https://shop.iowaabd.com/images/product-small/27369-1.jpg
17956,Evan Williams Black,1011200.0,8.0,12.0,750,https://shop.iowaabd.com/images/product-small/17958-1-2.png
27410,Jim Beam Honey,1011200.0,10.5,15.75,750,https://shop.iowaabd.com/images/product-small/27409-1.jpg
19026,Jim Beam Black,1011200.0,13.5,20.25,750,https://shop.iowaabd.com/images/product-small/19028-1-2.jpg
17085,Bulleit Bourbon,1011200.0,7.99,11.99,375,https://shop.iowaabd.com/images/product-small/017086.jpg
19227,Knob Creek,1011200.0,24.67,37.01,1000,https://shop.iowaabd.com/images/product-small/26977-1.jpg
17830,Early Times 36 Mo Ky Str Bourbon PET,1011200.0,13.22,19.83,1750,https://shop.iowaabd.com/images/product-small/017830.jpg
22244,Yellowstone Select,1011200.0,20.0,30.0,750,https://shop.iowaabd.com/images/product-small/22244-1-2.jpg
917921,Elijah Craig Barrel Program,1011200.0,14.97,22.46,750,https://shop.iowaabd.com/images/product-small/17917-1.jpg
20248,Old Crow,1011200.0,10.5,15.75,1750,https://shop.iowaabd.com/images/product-small/020246.jpg
19070,Jim Beam PET,1011200.0,21.0,31.5,1750,https://shop.iowaabd.com/images/product-small/19096-1.jpg
22102,Wild Turkey Longbranch,1011200.0,20.0,30.0,750,https://shop.iowaabd.com/images/product-small/22102-1-2.jpg
28278,Jim Beam Peach,1011200.0,5.5,8.25,375,https://shop.iowaabd.com/images/product-small/28278-1.jpg
18198,Ezra Brooks Sour Mash Bourbon,1011200.0,14.0,21.0,1750,https://shop.iowaabd.com/images/product-small/18196-1.jpg
18352,Four Roses Yellow Label,1011200.0,11.84,17.76,750,https://shop.iowaabd.com/images/product-small/18350-1.jpg
27832,Iowa Distilling Company Straight Bourbon Whiskey,1011200.0,19.95,29.93,750,https://shop.iowaabd.com/images/product-small/27832-1-2.png
26511,Red Stag,1011200.0,1.25,1.88,100,https://shop.iowaabd.com/images/product-small/27544-1.jpg
27392,Jim Beam Maple,1011200.0,10.5,15.75,750,https://shop.iowaabd.com/images/product-small/27392-1.jpg
22214,Woodford Reserve,1011200.0,11.28,16.92,375,https://shop.iowaabd.com/images/product-small/22228-1.jpg
918004,HA Buffalo Trace Bourbon,1011200.0,7.5,11.25,375,https://shop.iowaabd.com/images/product-small/018006.jpg
17205,Cedar Ridge Bourbon,1011200.0,6.0,9.0,200,https://shop.iowaabd.com/images/product-small/17206-1-2.jpg
28043,Jim Beam Vanilla,1011200.0,10.5,15.75,750,https://shop.iowaabd.com/images/product-small/28043-1.png
20366,Old Forester Bourbon 86prf,1011200.0,10.92,16.38,750,https://shop.iowaabd.com/images/product-small/20368-1.png
18196,Ezra Brooks Sour Mash Bourbon,1011200.0,7.5,11.25,750,https://shop.iowaabd.com/images/product-small/18196-1.jpg
22207,Woodford Reserve Straight Bourbon,1011200.0,39.76,59.64,1750,https://shop.iowaabd.com/images/product-small/22207-1-2.jpg
19009,Jeffersons Very Small Batch,1011200.0,17.62,26.43,750,https://shop.iowaabd.com/images/product-small/019009-1.jpg
17088,Bulleit Bourbon Frontier Whiskey,1011200.0,27.5,41.25,1750,https://shop.iowaabd.com/images/product-small/17088-1.jpg
22228,Woodford Reserve Double Oaked,1011200.0,30.49,45.74,750,https://shop.iowaabd.com/images/product-small/22228-1.jpg
18006,Buffalo Trace Bourbon,1011200.0,13.0,19.5,750,https://shop.iowaabd.com/images/product-small/018006.jpg
28019,Cody Road Bourbon Mini,1011200.0,15.0,22.5,50,https://shop.iowaabd.com/images/product-small/28019-1.jpg
21594,Ten High,1011200.0,2.96,4.44,375,https://shop.iowaabd.com/images/product-small/21598-1.jpg
21215,Rebel Yell KSBW 100prf,1011200.0,10.0,15.0,750,https://shop.iowaabd.com/images/product-small/21215-1.jpg
19486,Makers 46,1011200.0,21.0,31.5,750,https://shop.iowaabd.com/images/product-small/19486-1.jpg
18348,Four Roses Small Batch,1011200.0,16.17,24.26,750,https://shop.iowaabd.com/images/product-small/18348-1.jpg
