item_number,item_description,category,state_bottle_cost,state_bottle_retail,bottle_volume_ml,image_url
86487,Mr Boston Triple Sec,1081500.0,2.13,3.2,1000,https://shop.iowaabd.com/images/product-small/image-not-available2.jpg
903533,Hiram Walker Black Raspberry,1901200.0,4.5,6.75,1000,https://shop.iowaabd.com/images/product-small/image-not-available2.jpg
916086,Early Times Bottled in Bond,1011500.0,12.5,18.75,1000,https://shop.iowaabd.com/images/product-small/916086-1.png
903184,Inver House Scotch,1901200.0,6.73,10.1,1000,https://shop.iowaabd.com/images/product-small/008208-1.jpg
902424,Wiser's Deluxe Canadian,1901200.0,10.59,15.89,1000,https://shop.iowaabd.com/images/product-small/010624.jpg
934962,SOOH Three Olives Orange,1901200.0,9.96,14.94,750,https://shop.iowaabd.com/images/product-small/934962-1.jpg
965381,Kuemmerling Herbal Liqueur,1082100.0,2.5,3.75,20,https://shop.iowaabd.com/images/product-small/064976-1.jpg
926789,Steeple Ridge Bourbon Single Barrel,1011800.0,30.0,45.0,750,https://shop.iowaabd.com/images/product-small/26789-1.jpg
902846,Johnnie Walker Black Mini,1901200.0,20.33,30.5,50,https://shop.iowaabd.com/images/product-small/005326.jpg
969617,Dr McGillicuddys Butterscotch Mini,1082100.0,6.0,9.0,50,https://shop.iowaabd.com/images/product-small/984191-1.jpg
984160,99 Apples Mini,1901200.0,5.95,8.93,50,https://shop.iowaabd.com/images/product-small/image-not-available2.jpg
973627,SOOH Di Amore Quattro Orange,1901200.0,9.75,14.63,1000,https://shop.iowaabd.com/images/product-small/973627.jpg
904759,SOOH Burnetts Strawberry,1901200.0,4.5,6.75,750,https://shop.iowaabd.com/images/product-small/904759-1.jpg
965221,SOOH Jinro Chamisul Soju,1901200.0,7.25,10.88,750,https://shop.iowaabd.com/images/product-small/965221-1.jpg
77988,Smirnoff Spicy Tamarind,1700000.0,8.25,12.38,750,https://shop.iowaabd.com/images/product-small/77988-1.png
64559,The Bitter Truth Elderflower Liqueur,1082100.0,16.5,24.75,750,https://shop.iowaabd.com/images/product-small/64559-1.jpg
43721,The Real McCoy Single Blended Rum Aged 5 Years,1062100.0,14.8,22.2,750,https://shop.iowaabd.com/images/product-small/43721-1.png
4000,Aberfeldy 12YR,1012300.0,24.0,36.0,750,https://shop.iowaabd.com/images/product-small/4000-1.jpg
916371,Old Fitzgerald 15YR BIB Decanter,1011500.0,75.0,112.5,750,https://shop.iowaabd.com/images/product-small/005014.jpg
15994,Sierra Norte Whiskey Yellow Corn,1092100.0,27.08,40.62,750,https://shop.iowaabd.com/images/product-small/15994-1.png
43720,The Real McCoy Single Blended Rum Aged 3 Years,1062100.0,12.3,18.45,750,https://shop.iowaabd.com/images/product-small/43720-1.png
949712,SOOH Calvados Morin Selection,1901200.0,12.5,18.75,750,https://shop.iowaabd.com/images/product-small/949712-1.jpg
903119,SOOH Knappogue Castle 12YR,1901200.0,18.64,27.96,750,https://shop.iowaabd.com/images/product-small/903119-1.jpg
20372,Old Forester 1897 Whisky Row Series,1011500.0,24.98,37.47,750,https://shop.iowaabd.com/images/product-small/20369-1.jpg
88836,Del Maguey Arroqueno,1022300.0,64.96,97.44,750,https://shop.iowaabd.com/images/product-small/89221-1.jpg
928699,Monkey 47,1901200.0,19.98,29.97,375,https://shop.iowaabd.com/images/product-small/5844-1.jpg
88074,Mayalen Machetazo Salmiana,1022300.0,23.32,34.98,750,
966995,SOOH Suze,1082100.0,14.99,22.49,750,https://shop.iowaabd.com/images/product-small/966995-2.jpg
4096,Ardbeg 10YR Islay,1012300.0,29.99,44.99,750,https://shop.iowaabd.com/images/product-small/004096.jpg
86460,Cody Road Experimental - Brandy Barrel Finish Rye Whi DISCO,1700000.0,19.16,28.74,750,https://shop.iowaabd.com/images/product-small/86460-1.jpg
88482,Scorpion Mezcal Anejo 2yr,1092100.0,31.37,47.06,750,https://shop.iowaabd.com/images/product-small/88482-1.jpeg
902552,SOOH Dekuyper Anisette,1901200.0,5.25,7.88,750,https://shop.iowaabd.com/images/product-small/902552-1.jpg
942396,SOOH Plantation Rhum 3 Stars,1901200.0,10.27,15.41,750,https://shop.iowaabd.com/images/product-small/942396-1.jpg
903892,SOOH Linie Aquavit,1901200.0,15.0,22.5,750,https://shop.iowaabd.com/images/product-small/903892-1.jpg
88212,El Mayor Extra Anejo Rum Cask Finish Tequila,1700000.0,65.0,97.5,750,https://shop.iowaabd.com/images/product-small/88212-1.jpg
43432,Don Q 151,1062100.0,11.25,16.88,750,
74829,Iowa Legendary Rye Black Label,1091100.0,19.5,29.25,750,https://shop.iowaabd.com/images/product-small/74829-1-3.jpg
901271,Breckenridge Vodka,1901200.0,16.5,24.75,750,https://shop.iowaabd.com/images/product-small/927461-1.jpg
904815,SOOH Caravella Orangecello,1901200.0,10.55,15.83,750,https://shop.iowaabd.com/images/product-small/904815.jpg
994972,Glendronach 12YR Original,1012300.0,30.99,46.49,750,https://shop.iowaabd.com/images/product-small/5486-1.jpg
903215,Ron Matusalem Gran Reserva,1901200.0,16.92,25.38,750,https://shop.iowaabd.com/images/product-small/903215-1.jpg
905028,Glengoyne Single Malt Scotch 21yr,1901200.0,77.55,116.33,750,https://shop.iowaabd.com/images/product-small/004846.jpg
995750,Norden Aquavit,1091100.0,16.0,24.0,750,https://shop.iowaabd.com/images/product-small/903892-1.jpg
903942,SOOH Chartreuse Green French Liqueur,1901200.0,31.13,46.7,750,https://shop.iowaabd.com/images/product-small/903942-1.png
994695,Bruichladdich Islay Barley,1012300.0,34.98,52.47,750,https://shop.iowaabd.com/images/product-small/994698-1.jpg
901536,Glengoyne Single Malt Scotch 12yr,1901200.0,29.92,44.88,750,https://shop.iowaabd.com/images/product-small/004846.jpg
88071,Mayalen Machetazo Espadin,1022300.0,23.32,34.98,750,https://shop.iowaabd.com/images/product-small/89754-1.jpeg
40569,Pride of the Wapsi,1090000.0,9.09,13.64,375,https://shop.iowaabd.com/images/product-small/040569.jpg
994046,Aberlour A'bunadh,1012300.0,41.48,62.22,750,https://shop.iowaabd.com/images/product-small/004084.jpg
926732,Sir Winston Bourbon Barrel Proof,,28.6,42.9,750,https://shop.iowaabd.com/images/product-small/20380-1.jpg
964123,SOOH Ancho Reyes Verde,1082100.0,17.67,26.51,750,https://shop.iowaabd.com/images/product-small/964123-1.jpg
26806,Green Frog Distillery Barreled Aged Corn Whiskey,1011700.0,20.0,30.0,750,https://shop.iowaabd.com/images/product-small/26806-1.jpg
964478,Bols Original Genever,1091200.0,18.34,27.51,750,https://shop.iowaabd.com/images/product-small/image-not-available2.jpg
901230,Tres Agaves Reposado,1901200.0,17.67,26.51,750,https://shop.iowaabd.com/images/product-small/089846.jpg
922077,Wilderness Trail Bottled in Bond Single Barrel,1011500.0,25.0,37.5,750,https://shop.iowaabd.com/images/product-small/016096.jpg
5133,Glenmorangie 10YR,1012300.0,20.99,31.49,750,https://shop.iowaabd.com/images/product-small/005133.jpg
26787,Green Frog Distillery Straight Corn Whiskey 100prf,1011700.0,17.5,26.25,750,https://shop.iowaabd.com/images/product-small/26787.jpg
987012,Ole Smoky Butter Pecan Moonshine,1091300.0,12.5,18.75,750,https://shop.iowaabd.com/images/product-small/86781-1.jpg
902401,Glenfarclas 21YR,1901200.0,70.67,106.01,750,https://shop.iowaabd.com/images/product-small/4993-1.jpg
988805,Patron Roca Reposado,1901200.0,40.0,60.0,750,https://shop.iowaabd.com/images/product-small/089626-1.jpg
994771,Diplomatico Reserva Exclusiva,,19.33,29.0,750,https://shop.iowaabd.com/images/product-small/100892-1.jpg
902157,Torres 10 Gran Reserva Imperial Brandy,1901200.0,10.13,15.2,750,https://shop.iowaabd.com/images/product-small/902157-1.jpg
927188,Sagamore Spirit Cask Strength Straight Rye Whiskey,1011600.0,33.73,50.6,750,https://shop.iowaabd.com/images/product-small/19481-1-2.jpg
903560,Glengoyne 10yr Scotch,1901200.0,25.99,38.99,750,https://shop.iowaabd.com/images/product-small/7102-1.jpg
942085,Angostura 7YR Dark Caribbean Rum,1062300.0,14.43,21.65,750,https://shop.iowaabd.com/images/product-small/044486.jpg
965185,SOOH Irish Mist Honey Liqueur,1901200.0,13.0,19.5,750,https://shop.iowaabd.com/images/product-small/965185-1.jpg
901275,Caol Ila 12YR,1901200.0,27.5,41.25,750,https://shop.iowaabd.com/images/product-small/901275-1.jpg
903142,Van Gogh Espresso,1901200.0,12.67,19.01,750,https://shop.iowaabd.com/images/product-small/37389-1.jpg
989488,Maestro Dobel Tequila,1901200.0,25.0,37.5,750,https://shop.iowaabd.com/images/product-small/089496-1.jpg
902862,Tyrconnell Irish Sing Malt,1901200.0,18.37,27.56,750,https://shop.iowaabd.com/images/product-small/015776.jpg
942852,Plantation Rum Jamaica 2002,1092100.0,33.0,49.5,750,https://shop.iowaabd.com/images/product-small/942396-1.jpg
43636,Diplomatico Mantuano,1062300.0,13.5,20.25,750,https://shop.iowaabd.com/images/product-small/43636-1.jpg
902266,Sauza Tres Generaciones Reposado,1901200.0,19.94,29.91,750,https://shop.iowaabd.com/images/product-small/089846.jpg
26455,New Richmond Rye,1011600.0,34.42,51.63,750,https://shop.iowaabd.com/images/product-small/26455-1.jpg
926732,Sir Winston Bourbon Barrel Proof,1011300.0,28.6,42.9,750,https://shop.iowaabd.com/images/product-small/20380-1.jpg
5929,Glenmorangie Cadboll Estate,1012300.0,42.49,63.74,750,https://shop.iowaabd.com/images/product-small/1258-1.jpg
5924,GLENLIVET CARIBBEAN RESERVE,1012300.0,20.99,31.49,750,https://shop.iowaabd.com/images/product-small/5924-1.jpg
903867,Glenfarclas 17YR,1901200.0,53.12,79.68,750,https://shop.iowaabd.com/images/product-small/4993-1.jpg
4949,Glen Moray Elgin Classic Scotch Whiskey,1012300.0,13.84,20.76,750,https://shop.iowaabd.com/images/product-small/4949-2.jpg
86461,Cody Road Experimental - Brandy Barrel Finish Bourbon DISCO,1700000.0,19.16,28.74,750,https://shop.iowaabd.com/images/product-small/86461-1.jpg
74836,Iowa Legendary Rye White Label,1091100.0,15.0,22.5,750,https://shop.iowaabd.com/images/product-small/74836-1-3.jpg
26661,Nefarious Rye Whiskey,1011600.0,17.5,26.25,750,https://shop.iowaabd.com/images/product-small/26661-1.jpg
928137,Widow Jane 10 Yr Bourbon Whiskey,1091100.0,41.0,61.5,750,https://shop.iowaabd.com/images/product-small/17088-1.jpg
903293,SOOH Soho Lychee,1901200.0,9.99,14.99,750,https://shop.iowaabd.com/images/product-small/903293-1.jpg
928793,Plymouth Navy Strength Gin,1901200.0,19.99,29.99,750,https://shop.iowaabd.com/images/product-small/028795.jpg
928666,Magellan Gin,1901200.0,17.0,25.5,750,https://shop.iowaabd.com/images/product-small/015739.jpg
987860,Ilegal Mezcal Joven,1022300.0,25.0,37.5,750,https://shop.iowaabd.com/images/product-small/87288-1.jpg
988104,SOOH Montelobos,1022300.0,20.0,30.0,750,https://shop.iowaabd.com/images/product-small/988104-1.png
990305,El Dorado 8YR,1062300.0,13.08,19.62,750,https://shop.iowaabd.com/images/product-small/89301-1.jpeg
903592,Tullamore Dew 12yr Irish Whiskey,1901200.0,24.0,36.0,750,https://shop.iowaabd.com/images/product-small/015940.jpg
951175,Kirk & Sweeney 12YR Old Anejo,1062300.0,17.5,26.25,750,https://shop.iowaabd.com/images/product-small/5486-1.jpg
5955,Glenmorangie Cake,1700000.0,49.99,74.99,750,https://shop.iowaabd.com/images/product-small/5955-1.jpg
994698,SOOH Bruichladdich Scottish Barley Classic,1012300.0,29.99,44.99,750,https://shop.iowaabd.com/images/product-small/994698-1.jpg
922075,Wilderness Trail Bottled in Bond Small Batch,1011500.0,25.0,37.5,750,https://shop.iowaabd.com/images/product-small/016096.jpg
977330,Sugarlands Appalachian Apple Pie,1011700.0,13.52,20.28,750,https://shop.iowaabd.com/images/product-small/72903-1.png
916466,1792 Bottled in Bond Bourbon,1011500.0,20.0,30.0,750,https://shop.iowaabd.com/images/product-small/17920-1.jpg
999440,TF Crï¿½me Cacao Van,1082100.0,24.35,36.53,750,https://shop.iowaabd.com/images/product-small/78456-1.jpg
921540,SOOH Stagg Jr,1901200.0,25.99,38.99,750,https://shop.iowaabd.com/images/product-small/21540-1.jpg
973360,Copper & Kings Blanche Absinthe,1091100.0,29.5,44.25,750,https://shop.iowaabd.com/images/product-small/26571-1.png
26474,Cedar Ridge Quintessential American Single Malt,1012300.0,29.84,44.76,750,https://shop.iowaabd.com/images/product-small/26474-1-2.jpg
987219,Bozal Ensamble Mezcal,1022300.0,31.33,47.0,750,https://shop.iowaabd.com/images/product-small/88511-1.jpg
901275,SOOH Caol Ila 12YR,1901200.0,44.99,67.49,750,https://shop.iowaabd.com/images/product-small/901275-1.jpg
902828,Sauza Tres Generaciones Plata,1901200.0,18.37,27.56,750,https://shop.iowaabd.com/images/product-small/089846.jpg
6322,Tomatin Scotch Whisky Dualchas,1012300.0,17.5,26.25,750,https://shop.iowaabd.com/images/product-small/6322-1.jpg
903590,Cardenal Mendoza Brandy,1901200.0,31.75,47.63,750,https://shop.iowaabd.com/images/product-small/52362-1.jpg
902027,Amaretto Gozio,1901200.0,11.6,17.4,750,https://shop.iowaabd.com/images/product-small/073986.jpg
994771,SOOH Diplomatico Reserva Exclusiva,,19.33,29.0,750,https://shop.iowaabd.com/images/product-small/100892-1.jpg
995276,Port Askaig 8YR,1012300.0,39.0,58.5,750,https://shop.iowaabd.com/images/product-small/100792-1.jpg
4949,Glen Moray Elgin Classic Scotch Whiskey,1012300.0,18.17,27.26,750,https://shop.iowaabd.com/images/product-small/4949-2.jpg
977358,Sugarlands Shine Tickels Dynamite Cinnamon,1011700.0,13.52,20.28,750,https://shop.iowaabd.com/images/product-small/068049.jpg
902157,SOOH Torres 10 Gran Reserva Imperial Brandy,1901200.0,10.13,15.2,750,https://shop.iowaabd.com/images/product-small/902157-1.jpg
994698,Bruichladdich Scottish Barley Classic,1012300.0,28.48,42.72,750,https://shop.iowaabd.com/images/product-small/994698-1.jpg
942854,Plantation Trinidad Rum 2005,1092100.0,33.0,49.5,750,https://shop.iowaabd.com/images/product-small/942396-1.jpg
965218,SOOH John D Taylor Velvet Falernum,1082100.0,10.0,15.0,750,https://shop.iowaabd.com/images/product-small/965218-1.jpg
977230,Sugarlands Shine Blueberry Muffin Moonshine,1091100.0,13.52,20.28,750,https://shop.iowaabd.com/images/product-small/39825-1.jpg
966861,Stirrings Ginger Liqueur,1901200.0,6.5,9.75,750,https://shop.iowaabd.com/images/product-small/101021-1.jpg
902536,Chartreuse Yellow,1901200.0,31.13,46.7,750,https://shop.iowaabd.com/images/product-small/15994-1.png
902010,Flor de Cana Gran Reserva 7YR,1901200.0,13.0,19.5,750,https://shop.iowaabd.com/images/product-small/942636-1.jpg
902069,Brugal Anejo Rum,1901200.0,10.02,15.03,750,https://shop.iowaabd.com/images/product-small/89841-1.jpg
900899,HY XO 2019 EOY Ice Experience VAP,1700000.0,99.99,149.99,750,https://shop.iowaabd.com/images/product-small/65260-1.png
903203,Henry Mckenna Ky Str Bourbon Sour Mash,1901200.0,7.42,11.13,750,https://shop.iowaabd.com/images/product-small/18196-1.jpg
965218,John D Taylor Velvet Falernum,1082100.0,10.0,15.0,750,https://shop.iowaabd.com/images/product-small/965218-1.jpg
938516,SOOH Wheatley Vodka,1031000.0,9.65,14.48,750,https://shop.iowaabd.com/images/product-small/938516.jpg
940131,Burnetts Red Berry,1901200.0,4.5,6.75,750,https://shop.iowaabd.com/images/product-small/41316-1.jpg
903502,Zyr Vodka,1901200.0,15.0,22.5,750,https://shop.iowaabd.com/images/product-small/41500-1.png
986732,Ole Smoky Peach Moonshine,1091300.0,12.5,18.75,750,https://shop.iowaabd.com/images/product-small/86781-1.jpg
903522,Henry Mckenna Single Barrel 10YR 100prf,1901200.0,24.83,37.25,750,https://shop.iowaabd.com/images/product-small/20380-1.jpg
902031,SOOH Dekuyper Hazelnut Bliss,1901200.0,6.5,9.75,750,https://shop.iowaabd.com/images/product-small/902031-1.jpg
903837,Wray & Nephew White Overproof Rum,1901200.0,13.0,19.5,750,https://shop.iowaabd.com/images/product-small/042240-1.jpg
910882,SOOH Gibsons Finest Aged 12 yr,1901200.0,15.84,23.76,750,https://shop.iowaabd.com/images/product-small/910882-1.jpg
903800,Ricard Anise Liqueur,1901200.0,15.0,22.5,750,https://shop.iowaabd.com/images/product-small/64543-1.jpg
43991,Admiral Nelson Black Patch,1062300.0,7.0,10.5,750,https://shop.iowaabd.com/images/product-small/043027.jpg
986771,Ole Smoky White Lightnin' Moonshine,,11.0,16.5,750,https://shop.iowaabd.com/images/product-small/86781-1.jpg
905606,SOOH Arrow Ginger Brandy,1901200.0,5.38,8.07,750,https://shop.iowaabd.com/images/product-small/905606.jpg
967064,G. M.  TIDDY  CANADIAN LIQUEUR,1082100.0,10.0,15.0,750,https://shop.iowaabd.com/images/product-small/010624.jpg
941836,Everclear 190prf,1091200.0,10.84,16.26,750,https://shop.iowaabd.com/images/product-small/41846-1.jpg
942426,Ron Barcelo Anejo,1901200.0,7.62,11.43,750,https://shop.iowaabd.com/images/product-small/89841-1.jpg
73065,RumChata Peppermint Bark,1700000.0,13.0,19.5,750,https://shop.iowaabd.com/images/product-small/73065-1.jpg
916028,Kaiyo The Single 7YR,1092100.0,24.84,37.26,750,https://shop.iowaabd.com/images/product-small/006316-1.jpg
903455,Hangar One Kaffir Lime Vodka,1901200.0,18.0,27.0,750,https://shop.iowaabd.com/images/product-small/67353-1.png
36122,Deep Eddy 80prf,,8.5,12.75,750,https://shop.iowaabd.com/images/product-small/036122.png
901350,Smith And Cross Jamaica Rum,1901200.0,16.92,25.38,750,https://shop.iowaabd.com/images/product-small/26571-1.png
964122,Angostura Di Amaro Liqueur,1082100.0,13.25,19.88,750,https://shop.iowaabd.com/images/product-small/64250-1.png
965269,SOOH Jinro Chamisul Classic Soju,1901200.0,7.25,10.88,750,https://shop.iowaabd.com/images/product-small/965269-1.jpg
13730,Mastersons 10YR Straight Rye,1011600.0,42.34,63.51,750,https://shop.iowaabd.com/images/product-small/13730-1.png
27094,High West Rendezvous Rye,1011600.0,37.5,56.25,750,https://shop.iowaabd.com/images/product-small/27094-1.jpeg
5149,Glenlivet Nadurra First Fill,1012300.0,47.47,71.21,750,https://shop.iowaabd.com/images/product-small/5149-1.jpg
903215,SOOH Ron Matusalem Gran Reserva,1901200.0,16.92,25.38,750,https://shop.iowaabd.com/images/product-small/903215-1.jpg
64543,The Bitter Truth Golden Falernum Liqueur,1082100.0,19.0,28.5,750,https://shop.iowaabd.com/images/product-small/64543-1.jpg
43124,Bacardi Superior,1062200.0,4.5,6.75,375,https://shop.iowaabd.com/images/product-small/043120.jpg
43128,Bacardi Superior,1062200.0,15.0,22.5,1750,https://shop.iowaabd.com/images/product-small/043120.jpg
45278,Paramount White Rum,1062200.0,7.5,11.25,1750,https://shop.iowaabd.com/images/product-small/45275-1.jpg
43121,Bacardi Superior Mini,1062200.0,5.54,8.31,50,https://shop.iowaabd.com/images/product-small/043121.jpg
43387,Castillo Silver Rum,1062200.0,4.89,7.34,1000,https://shop.iowaabd.com/images/product-small/43387-1.jpg
43123,Bacardi Superior,1062200.0,2.5,3.75,200,https://shop.iowaabd.com/images/product-small/043120.jpg
43120,Bacardi Superior PET,1062200.0,15.0,22.5,1750,https://shop.iowaabd.com/images/product-small/043120.jpg
46351,Hawkeye Light Rum,1062200.0,3.93,5.9,1000,https://shop.iowaabd.com/images/product-small/46350-1.png
43127,Bacardi Superior,1062200.0,9.5,14.25,1000,https://shop.iowaabd.com/images/product-small/043120.jpg
45277,Paramount White Rum,1062200.0,4.42,6.63,1000,https://shop.iowaabd.com/images/product-small/45275-1.jpg
43126,Bacardi Superior,1062200.0,8.26,12.39,750,https://shop.iowaabd.com/images/product-small/043120.jpg
46290,Foundry Rum,1062200.0,6.66,9.99,375,https://shop.iowaabd.com/images/product-small/46290.jpg
43507,Havana Club Anejo Blanco,1062200.0,10.0,15.0,750,https://shop.iowaabd.com/images/product-small/43507-1.jpg
44217,Barton Light Rum,1062200.0,4.0,6.0,1000,https://shop.iowaabd.com/images/product-small/044217.jpg
46140,Caliber Silver Rum,1062200.0,4.0,6.0,750,https://shop.iowaabd.com/images/product-small/46140-1.jpg
946218,Members Mark Silver Rum,1062200.0,10.13,15.2,1750,https://shop.iowaabd.com/images/product-small/019476.jpg
45419,Phillips White Rum,1062200.0,4.45,6.68,1000,https://shop.iowaabd.com/images/product-small/045418-1.jpg
72504,Blue Ox Silver Rum,1062200.0,4.0,6.0,1000,https://shop.iowaabd.com/images/product-small/72503-1.jpg
43848,Ronrico Silver Label Rum,1062200.0,7.5,11.25,1750,https://shop.iowaabd.com/images/product-small/043848.jpg
44516,Cruzan Light,1062200.0,7.0,10.5,750,https://shop.iowaabd.com/images/product-small/044516.jpg
43125,Bacardi Superior PET,1062200.0,8.26,12.39,750,https://shop.iowaabd.com/images/product-small/043120.jpg
964607,SOOH Cachaca 51,1062200.0,10.88,16.32,1000,https://shop.iowaabd.com/images/product-small/964607-1.jpg
942636,SOOH Flor De Cana White,1062200.0,10.03,15.05,750,https://shop.iowaabd.com/images/product-small/942636-1.jpg
43387,Castillo Silver Rum,1062200.0,5.25,7.88,1000,https://shop.iowaabd.com/images/product-small/43387-1.jpg
43388,Castillo Silver Rum,1062200.0,8.33,12.5,1750,https://shop.iowaabd.com/images/product-small/43387-1.jpg
45275,Paramount White Rum PET,1062200.0,4.0,6.0,750,https://shop.iowaabd.com/images/product-small/45275-1.jpg
46350,Hawkeye Light Rum,1062200.0,7.67,11.51,1750,https://shop.iowaabd.com/images/product-small/46350-1.png
76941,Red Fox Silver Rum,1062200.0,3.93,5.9,1000,https://shop.iowaabd.com/images/product-small/76941-1.jpg
45276,Paramount White Rum,1062200.0,4.0,6.0,750,https://shop.iowaabd.com/images/product-small/45275-1.jpg
46320,Gotcha Silver Rum 1L,1062200.0,3.93,5.9,1000,https://shop.iowaabd.com/images/product-small/46320-1.jpg
46142,Caliber Silver Rum,1062200.0,7.35,11.03,1750,https://shop.iowaabd.com/images/product-small/46140-1.jpg
44081,Admiral Nelson Silver,1062200.0,11.55,17.33,1750,https://shop.iowaabd.com/images/product-small/44081-1.jpg
72505,Blue Ox Silver Rum,1062200.0,7.0,10.5,1750,https://shop.iowaabd.com/images/product-small/72503-1.jpg
43323,Captain Morgan White PET,1062200.0,15.0,22.5,1750,https://shop.iowaabd.com/images/product-small/043323-1-2.jpg
44348,Calypso Silver Rum,1062200.0,9.0,13.5,1750,https://shop.iowaabd.com/images/product-small/44348-1.jpg
45418,Phillips White Rum,1062200.0,8.0,12.0,1750,https://shop.iowaabd.com/images/product-small/045418-1.jpg
72505,Blue Ox Silver Rum,1062200.0,7.5,11.25,1750,https://shop.iowaabd.com/images/product-small/72503-1.jpg
43388,Castillo Silver Rum,1062200.0,9.2,13.8,1750,https://shop.iowaabd.com/images/product-small/43387-1.jpg
43328,Captain Morgan White,1062200.0,8.26,12.39,750,https://shop.iowaabd.com/images/product-small/043323-1-2.jpg
42240,Blue Chair Bay White Rum,1062200.0,9.42,14.13,750,https://shop.iowaabd.com/images/product-small/042240-1.jpg
43296,Captain Morgan Silver Spiced,1062200.0,9.0,13.5,750,https://shop.iowaabd.com/images/product-small/043296.jpg
43426,Don Q Cristal,1062200.0,6.5,9.75,750,https://shop.iowaabd.com/images/product-small/43426-1.jpg
66518,RumHaven,1062200.0,8.5,12.75,750,https://shop.iowaabd.com/images/product-small/66518-1.jpg
43426,Don Q Cristal,1062200.0,6.99,10.49,750,https://shop.iowaabd.com/images/product-small/43426-1.jpg
44603,Five O'Clock Rum,1062200.0,4.37,6.56,1000,https://shop.iowaabd.com/images/product-small/044603.jpg
72504,Blue Ox Silver Rum,1062200.0,4.33,6.5,1000,https://shop.iowaabd.com/images/product-small/72503-1.jpg
46939,Steel Drum,1062200.0,12.09,18.14,750,https://shop.iowaabd.com/images/product-small/46939-1.jpeg
43386,Castillo Silver Rum,1062200.0,4.16,6.24,750,https://shop.iowaabd.com/images/product-small/43387-1.jpg
72503,Blue Ox Silver Rum,1062200.0,3.5,5.25,750,https://shop.iowaabd.com/images/product-small/72503-1.jpg
43898,Tiki Lovers White Rum,1062200.0,12.5,18.75,750,https://shop.iowaabd.com/images/product-small/43898-1.jpg
942186,Myer''s Platinum,1062200.0,10.0,15.0,750,https://shop.iowaabd.com/images/product-small/038089-1.jpg
43334,Captain Morgan Original Spiced,1062400.0,5.0,7.5,375,https://shop.iowaabd.com/images/product-small/043285.jpg
43333,Captain Morgan Original Spiced PET,1062400.0,2.75,4.13,200,https://shop.iowaabd.com/images/product-small/043285.jpg
43028,Admiral Nelson Spiced Rum,1062400.0,11.55,17.33,1750,https://shop.iowaabd.com/images/product-small/043027.jpg
1799,Captain Morgan Original Spiced Barrel,1062400.0,18.0,27.0,1750,https://shop.iowaabd.com/images/product-small/001799-1.jpg
43337,Captain Morgan Original Spiced,1062400.0,11.75,17.63,1000,https://shop.iowaabd.com/images/product-small/043285.jpg
43331,Captain Morgan Original Spiced Mini,1062400.0,4.8,7.2,50,https://shop.iowaabd.com/images/product-small/43331-1.jpg
43338,Captain Morgan Original Spiced,1062400.0,18.0,27.0,1750,https://shop.iowaabd.com/images/product-small/043285.jpg
43022,Admiral Nelson Spiced Rum Mini,1062400.0,5.66,8.49,50,https://shop.iowaabd.com/images/product-small/43022-1.jpg
46504,Kraken Black Spiced Rum,1062400.0,10.45,15.68,750,https://shop.iowaabd.com/images/product-small/46499-1.jpg
43025,Admiral Nelson Spiced Rum PET,1062400.0,6.0,9.0,750,https://shop.iowaabd.com/images/product-small/043025.jpg
45884,Sailor Jerry Spiced Navy Rum,1062400.0,4.8,7.2,375,https://shop.iowaabd.com/images/product-small/045886.jpg
44657,Lady Bligh Spiced Rum,1062400.0,6.67,10.01,1000,https://shop.iowaabd.com/images/product-small/044657-1.jpg
43336,Captain Morgan Original Spiced,1062400.0,9.06,13.59,750,https://shop.iowaabd.com/images/product-small/043285.jpg
43318,Captain Morgan Private Stock,1062400.0,19.5,29.25,1750,https://shop.iowaabd.com/images/product-small/043316.jpg
43026,Admiral Nelson Spiced Rum,1062400.0,6.0,9.0,750,https://shop.iowaabd.com/images/product-small/043027.jpg
43285,Captain Morgan Original Spiced PET,1062400.0,9.06,13.59,750,https://shop.iowaabd.com/images/product-small/043285.jpg
43027,Admiral Nelson Spiced Rum,1062400.0,7.49,11.24,1000,https://shop.iowaabd.com/images/product-small/043027.jpg
45887,Sailor Jerry Spiced Navy Rum,1062400.0,11.78,17.67,1000,https://shop.iowaabd.com/images/product-small/045886.jpg
43024,Admiral Nelson Spiced Rum,1062400.0,2.99,4.49,375,https://shop.iowaabd.com/images/product-small/043027.jpg
72507,Blue Ox Spiced Rum,1062400.0,5.0,7.5,750,https://shop.iowaabd.com/images/product-small/72507-1.jpg
43244,Captain Morgan 100prf Spiced Rum,1062400.0,10.49,15.74,750,https://shop.iowaabd.com/images/product-small/043244.jpg
43205,Bacardi Oakheart,1062400.0,7.5,11.25,750,https://shop.iowaabd.com/images/product-small/43205-1-2.jpg
44658,Lady Bligh Spiced Rum,1062400.0,10.0,15.0,1750,https://shop.iowaabd.com/images/product-small/044657-1.jpg
43207,BACARDI SPICED RUM,1062400.0,14.99,22.49,1750,https://shop.iowaabd.com/images/product-small/43205-1-2.jpg
44258,Blackheart Premium Spiced Rum,1062400.0,7.5,11.25,750,https://shop.iowaabd.com/images/product-small/044258.jpg
43208,Bacardi Oakheart,1062400.0,14.99,22.49,1750,https://shop.iowaabd.com/images/product-small/43205-1-2.jpg
45888,Sailor Jerry Spiced Navy Rum,1062400.0,19.25,28.88,1750,https://shop.iowaabd.com/images/product-small/045886.jpg
