item_number,item_description,category,state_bottle_cost,state_bottle_retail,bottle_volume_ml
37640,River Baron Artisian Spirit DISCO,1031100,14.02,21.03,750
36880,Riegers Premium Wheat Vodka,1031100,10.77,16.16,750
934598,SOOH Luksusowa Vodka,1032100,13.17,19.76,1750
905233,HA Glenfiddich Project XX,1012200,39.96,59.94,750
994624,Buchanan Deluxe 12YR,1012200,12.49,18.74,375
928245,C Crets Whiskey,1011100,19.0,28.5,750
926988,Driftless Glen RYE Whiskey,1011100,20.0,30.0,750
926988,Driftless Glen Rye Whiskey,1011100,20.0,30.0,750
928002,Breckenridge Whiskey Port Cask Finish,1011100,30.0,45.0,750
932343,St George Terroir Gin,1041100,17.5,26.25,750
998888,Dubouchett Peach Schnapps,1081400,4.5,6.75,750
951660,Stara Sokolova Dunja,1052100,19.5,29.25,750
949376,Salignac VS,1052100,14.0,21.0,750
28770,Opihr Gin,1042100,15.34,23.01,750
928195,Beefeater Pink,1042100,9.99,14.99,750
998546,Hornitos Plata,1022200,22.5,33.75,1750
989320,Corralejo Gran Anejo,1022200,56.67,85.01,1000
987369,Codigo 1530 Tequila Blanco,1022200,24.0,36.0,750
88949,Tequila Comisario Reposado,1022200,24.83,37.25,750
987827,Casa Noble Crystal Jovan Single Barrel,1022200,22.5,33.75,750
989458,Hacienda Vieja Reposado Tequila,1022200,14.0,21.0,750
989960,Tequila Ocho Anejo,1022200,34.0,51.0,750
940020,Burnetts Cherry Limeade,1031200,4.5,6.75,750
977901,Smirnoff Sours Berry Lemon Mini,1031200,7.47,11.21,50
940229,UV Sriracha,1031200,7.0,10.5,750
942063,Burnetts Hot Cinnamon,1031200,4.5,6.75,750
939930,Prairie Organic Cucumber Vodka,1031200,17.51,26.27,1750
939743,Mango Vodka,1031200,10.0,15.0,750
939747,Ruby Red Grapefruit,1031200,10.0,15.0,750
17509,Colville Small Batch 5YR Kentucky Straight Bourbon,1011200,10.64,15.96,750
997101,Kings County Distillery Peated Bourbon,1011200,34.17,51.26,750
916689,BARRELL BOURBON BATCH 023,1011200,48.0,72.0,750
927999,TX Bourbon,1011200,19.98,29.97,750
985516,Bols Blue Curacao,1081300,5.42,8.13,750
984151,99 Oranges,1081300,7.79,11.69,750
100859,Sombra Mezcal w/Stainless Steel Cup,1701100,20.0,30.0,750
919471,Makers Mark Mini,1901200,16.44,24.66,600
974836,Special Order Iowa Legendary Rye White Label,1091100,10.0,15.0,750
973508,Dekuyper Mixologist Ginger,,7.36,11.04,750
904552,Ledaig 10 Year,1901200,33.55,50.33,750
922178,Russell's Reserve Single Barrel - Barrel,,31.0,46.5,750
943435,Don Q Passion,1901200,6.99,10.49,750
986730,Ole Smoky Blackberry Moonshine,1091300,12.5,18.75,750
942458,Brugal Anejo Superior Rum,1062100,10.83,16.25,750
27849,Cedar Ridge Reserve Bourbon,,25.47,38.21,750
994983,Glenkinchie Distillers Edition,1012300,42.49,63.74,750
903066,HA Hancock Reserve Bourbon,1901200,29.2,43.8,750
904363,HA Balvenie Tun 1509 Batch 6,1012300,233.0,349.5,750
902046,Mr Boston Sloe Gin,1901200,5.61,8.42,1000
902551,Kammer Williams Pear Brandy W/pear,1901200,31.16,46.74,750
969651,Dr McGillicuddys Mentholmint Mini,1901200,5.95,8.93,50
994698,SOOH Bruichladdich Scottish Barley Classic,1012300,28.48,42.72,750
927162,Sagamore Straight Rye Whiskey Signature 83 proof,1011600,19.27,28.91,750
980374,OLE SMOKY MOONSHINE MOUNTAIN JAVA CREAM,1091300,12.5,18.75,750
977234,Sugarlands Shine Pattis Wild Mayhaw,1091100,13.53,20.3,750
905653,Edradour Caledonia 12YR,1012300,44.0,66.0,750
990860,The Arran The Bothy Quarter Cask,1012300,49.84,74.76,750
987951,Kavalan Classic Single Malt Whiskey,,46.0,69.0,750
942649,Flor De Cana 18 Year Rum,1901200,26.5,39.75,750
902997,Tequila Rose,1901200,6.66,9.99,375
926732,Sir Winston Bourbon Barrel Proof,1011800,28.6,42.9,750
905377,Kilchoman Machir Bay,1901200,35.0,52.5,750
902623,Appleton Estate 21YR,1901200,67.5,101.25,750
988511,Banhez Mezcal,1022300,17.99,26.99,750
927250,Balcones Baby Blue,1011700,20.0,30.0,750
941850,Burnetts Orange Cream,1901200,4.5,6.75,750
902602,Laird's Applejack,1901200,10.67,16.01,750
926669,Balcones True Blue 100,1011700,25.0,37.5,750
964920,Dulce Vida Grapefruit,1092100,11.5,17.25,750
904009,Cruzan Single Barrel,1062300,15.74,23.61,750
937640,River Baron Artisan Spirit,1091100,14.0,21.0,750
994811,Athena Ouzo Rum,,6.06,9.09,750
977332,Sugarlands Shine Butterscotch Gold,1091100,13.52,20.28,750
977236,Sugarlands Root Beer Moonshine,1011700,13.53,20.3,750
965330,Kronan Swedish Punsch,1082100,16.42,24.63,750
990410,Paolucci Amaro CioCiaro,1082100,14.09,21.14,750
943638,Diplomatico Planas,1062200,13.5,20.25,750
942453,Brugal Especial Extra Dry,1062200,10.02,15.03,750
988484,Codigo 1530 Tequila Anejo George Strait Gold Edition,1022100,60.0,90.0,750
972364,Bamama Hama,1071100,6.0,9.0,375
990517,Butter Pecan Sippin'' Cream 50ml,1081200,79.68,119.52,50
915945,Tullamore Dew,1012400,30.0,45.0,1750
15617,Irishman Founders Reserve,1012400,17.54,26.31,750
15500,The Busker Single Malt,1012400,16.93,25.4,750
996834,Rebel Yell Root Beer Whiskey,1081600,8.5,12.75,750
928270,Cedar Ridge Private Cask Iowa Bourbon Selection 92prf,1011100,21.0,31.5,750
952364,Copper & Kings American Craft Brandy,1051100,17.5,26.25,750
953675,Clear Creek Blue Plum Brandy,1051100,22.0,33.0,750
974316,Hiram Walker Kirschwasser,1051100,5.49,8.24,750
929123,Aviation American Old Tom Gin,1041100,22.17,33.26,750
984135,99 Peaches,1081400,0.89,1.34,100
983379,Ice Hole Exotic Schnapps,1081400,5.15,7.73,750
988458,Santo Fino Blanco Tequila,1022200,23.88,35.82,750
997872,JAJA Blanco,1022200,19.54,29.31,750
964955,Dulce Vida Pineapple Jalapeno,1022200,11.67,17.51,750
87471,Don Nacho Extra Premium Blanco,1022200,21.0,31.5,750
88594,Don Nacho Extra Premium Reposado,1022200,22.0,33.0,750
977712,Smirnoff Pineapple Mini,1031200,5.72,8.58,50
977754,Smirnoff Root Beer Float Mini,1031200,5.72,8.58,500
977681,Smirnoff Kissed Caramel Mini,1031200,4.79,7.19,500
39396,Prairie Organic Grapefruit Hibiscus Chamomile FL Vodka,1031200,11.0,16.5,750
939445,Lavender Vodka,1031200,10.0,15.0,750
934642,Pinnacle Cherry,1032200,7.35,11.03,750
935147,Three Olives Mango Vodka,1032200,9.96,14.94,750
922209,Woodford Reserve Mini,1011200,14.94,22.41,600
917921,Elijah Craig Barrel Program,1011200,15.0,22.5,750
919473,Maker''s Mark,1011200,5.0,7.5,200
918217,Ezra Brooks Distillers Collection Buy the Barrel,1011200,15.0,22.5,750
916686,Barrell Bourbon New Year 2020,1011200,48.0,72.0,750
991175,Lost Republic Straight Bourbon Whiskey,1011200,24.0,36.0,750
985517,Bols Blue Curacao,1081300,6.0,9.0,1000
972637,Bols Melon,1081300,6.0,9.0,1000
994948,Gionelli Raspberry Grande,1081300,4.67,7.01,1000
984145,SOOH 99 Grapes Mini,1081300,6.0,9.0,50
977443,St George Spiced Pear Liqueur,1081300,17.5,26.25,750
972320,Averell Damson Gin Liqueur,1081300,14.17,21.26,750
972636,Bols Melon Liqueur,1081300,5.42,8.13,750
967278,Yeni Raki,1082000,11.49,17.24,750
966136,Passoa Liqueur,1082000,7.74,11.61,750
39533,Skyy Infusions Cold Brew Coffee,1701100,7.5,11.25,750
62920,Mr Boston Holiday Nog,1701100,3.64,5.46,750
100616,Schwartzhog w/Ginger Hog Glass,1701100,9.0,13.5,750
100880,Outerspace Vodka w/Stress Ball,1701100,15.0,22.5,750
72434,Big Peach Liqueur,,9.09,13.64,375
903529,Nuvo Liqueur,1901200,15.32,22.98,750
901916,Roger Clynes Mexican Moonshine Reposado,1901200,30.0,45.0,750
992000,Bulleit Single Barrel Hy-Vee South Ankeny,1011300,29.99,44.99,750
965344,Jinro Strawberry Soju,1092100,3.0,4.5,375
529,Royal Brackla 12 Yr,1012300,36.0,54.0,750
927047,Knob Creek Rye Mini,1011600,14.17,21.26,50
967032,Tanteo Jalapeno,1901200,19.77,29.66,750
942403,El Dorado Special Reserve 12YR,1062300,18.27,27.41,750
904132,Arran Malt 14YR,1012300,46.5,69.75,750
943440,Don Q Gran Anejo,1062100,30.0,45.0,750
905907,Glendronach Cask Strength,1012300,49.48,74.22,750
905028,Glengoyne Single Malt Scotch 21yr,1901200,121.08,181.62,750
964775,Cointreau Noir,1082100,21.48,32.22,750
906266,Tamdhu 10YR DISCO,1901200,35.84,53.76,750
914947,Glen Garioch Founders Reserve,1012300,29.52,44.28,750
902133,Auchentoshan Three Wood,1901200,45.93,68.9,750
915978,Kavalan Sherry Oak Single Malt,1012300,73.33,110.0,750
943592,Kirk & Sweeney 23YR,1062300,28.16,42.24,750
4949,Glen Moray Elgin Classic,1012300,13.84,20.76,750
917178,Calumet Farm Single Rack 10YR,1011500,53.32,79.98,750
902650,Glenfarclas 105 6pak Sing Malt Scotch,1901200,47.5,71.25,750
942411,Banks 5 Island Blend,1062100,17.5,26.25,750
903176,Corralejo Triple Distilled Reposado,1901200,26.55,39.83,750
906065,Few Rye,1901200,30.17,45.26,750
906266,Tamdhu 10YR,1901200,35.84,53.76,750
975366,Herbsaint Original,1901200,17.5,26.25,750
902650,Glenfarclas 105 6pk,1901200,47.5,71.25,750
989503,Ilegal Mezcal Anejo,1022300,52.5,78.75,750
904617,D'aristi Xtabentun,1901200,17.0,25.5,750
903611,Martell Cordon Bleu 12,1901200,69.96,104.94,750
904760,Burnetts Sour Apple,1901200,4.5,6.75,750
942332,Ron Abuelo 12YR,1062100,25.5,38.25,750
904609,Longmorn 16yr Scotch,1012300,44.97,67.46,750
964305,Batavia Arrack Van Oosten,1092100,17.5,26.25,750
954136,Dekuyper Apricot Brandy,1901200,4.2,6.3,750
942110,Angostura White Oak Authentic White Rum Caribbean,1062200,7.85,11.78,750
943298,Captain Morgan Silver Spiced,1062400,18.0,27.0,1750
903323,Cruzan Banana,1062500,7.0,10.5,750
987389,Conciere Silver Tequila,1022100,7.43,11.15,1000
980295,KeKe Key Lime Liqueur,1081200,7.68,11.52,750
937147,Opulent Vodka,1031100,8.5,12.75,750
937383,Lake Ponderosa Vodka - Buy the barrel,1031100,19.0,28.5,750
37280,Silver River,1031100,4.2,6.3,750
934149,Blavod Black Vodka,1032100,17.14,25.71,750
909450,Stolichnaya Premium Vodka 100prf,1032100,12.5,18.75,750
904157,Ancnoc Blas,1012200,37.5,56.25,750
998606,The Big Smoke 46%,1012200,32.41,48.62,750
927802,Dr Peach Whiskey,1081600,8.68,13.02,750
23982,Gotcha Blended Whiskey 1.75L,1011100,7.33,11.0,1750
27890,3-Oaks Distillery Whiskey,1011100,18.0,27.0,750
32827,Wisconsin Club Gin,1041100,6.75,10.13,1750
928922,Western Son Original Gin,1041100,9.02,13.53,750
953234,St George Dry Rye Gin,1041100,17.5,26.25,750
993557,McQueen and the Violet Fog,1041100,18.5,27.75,750
931980,Ransom Old Tom Gin,1041100,21.5,32.25,750
976361,99 Peach Brandy Mini,1081400,6.0,9.0,50
927018,Chateau du Tariquet V.S. Bas Armagnac,1052100,29.0,43.5,750
928489,Four Pillars Rare Dry Gin,1042100,15.64,23.46,750
987482,Don Julio Blanco Mini,1022200,25.0,37.5,50
987563,Deleon Platinum,1022200,19.99,29.99,750
988652,Codigo 1530 Tequila Reposado,1022200,33.33,50.0,750
988819,Altos Anejo,1022200,13.99,20.99,750
940013,Burnetts Appleberry,1031200,4.5,6.75,750
39394,Prairie Organic Apple Pear Ginger FL Vodka,1031200,11.0,16.5,750
933469,Absolut Lime,1032200,14.99,22.49,1750
919065,Jefferson''s Ocean Wheated Bourbon Barrel,1011200,42.5,63.75,750
100210,Clyde Mays Dualpack,1011200,20.0,30.0,750
907695,Middle West Spirits Michelone Reserve Bourbon,1011200,26.5,39.75,750
980343,Nooku Bourbon Cream,1081300,18.0,27.0,750
985986,Bols Triple Sec 30prf,1081300,3.17,4.76,750
975920,Maya Horchata Liqueur,1081300,9.66,14.49,750
965297,The Kings Ginger,1082000,24.0,36.0,750
22258,Yellowstone Limited Edition 2019,1701100,51.0,76.5,750
966931,Gran Gala Liqueur Mini,1901200,5.76,8.64,600
965121,Grand Marnier Cordon Rouge Mini,1901200,22.68,34.02,600
917677,Eagle Rare Single Barrel Buy the Barrel,1011300,17.16,25.74,750
992000,Bulleit Single Barrel Buy the Barrel,1011300,29.99,44.99,750
902788,Hiram Walker Creme de Menthe White,1901200,4.0,6.0,750
902150,Hiram Walker Blue Curacao,1901200,4.0,6.0,750
902792,Zambello Red Sambuca,1082100,16.83,25.25,750
968848,St Brendans Irish Cream,1901200,15.0,22.5,1750
989063,Koloa Hawaiian Pineapple Passion Rum Cocktail,1070000,11.5,17.25,1000
934349,Finlandia Vodka Raspberry,1901200,13.84,20.76,1000
903309,Mccormick Blend Whiskey,1901200,4.76,7.14,1000
986509,Century Farms Prairie States Corn Whiskey Rapid Aged,1091100,4.25,6.38,375
964771,Cointreau Liqueur Mini,1082100,20.52,30.78,50
44426,Cruzan 151,1062300,14.0,21.0,750
928648,Malfy Con Arancia Blood Orange Gin,1041200,13.99,20.99,750
942350,Brinley Shipwreck Coconut Rum,1082100,17.0,25.5,750
902538,Appleton Rare Blend 12YR - use code 943803,1901200,21.0,31.5,750
965803,Mathilde Liquer Cassis Black Currant,1082100,12.98,19.47,750
964854,Dorda Double Chocolate Liqueur,1082100,16.66,24.99,750
995243,Hillrock Double Cask Rye,1011600,71.0,106.5,750
904407,Balvenie 14YR Peet Week,1012300,50.0,75.0,750
966125,Lazzaroni Triplo,1082100,12.35,18.53,750
927247,Leadslingers Napalm,1091100,12.0,18.0,750
903980,Pig's Nose Scotch,1901200,15.92,23.88,750
919436,Lexington Bourbon,1011500,19.84,29.76,750
902833,Hine Rare Vsop Cognac,1901200,34.84,52.26,750
977305,Sugarlands Mark & Diggers Rye Apple Moonshine,1011700,13.53,20.3,750
947767,Conjure,1082100,12.34,18.51,375
915996,Penderyn Celt,1012300,34.66,51.99,750
903867,Glenfarclas 17yr,1901200,53.12,79.68,750
904522,Dalmore 15YR,1901200,65.0,97.5,750
995277,Kilchoman Small Batch,1012300,46.67,70.01,750
964906,Dolin Genepy des Aplez 'le Chamois',1082100,17.5,26.25,750
972668,Boodles Mulberry British Gin,1041200,14.33,21.5,750
927425,Bird Dog Hot Cinnamon,1901200,10.0,15.0,750
903638,Merry's Irish Cream,1901200,9.0,13.5,750
904912,Jumbie Liqueur,1901200,14.36,21.54,750
903695,Hangar One Buddahs Hand Citron,1901200,18.0,27.0,750
967231,Vecchio Amaro del Capo,1082100,16.67,25.01,750
902880,Glenfarclas 25yr Sing Malt,1901200,121.5,182.25,750
901275,Caol Ila 12YR,1901200,44.99,67.49,750
902263,Dekuyper Luscious Blueberry Blast,1901200,6.5,9.75,750
943546,Palo Viejo White,1062200,5.0,7.5,750
944468,Cruzan Citrus,1062500,7.0,10.5,750
963712,Salvador''s Mojito Cocktail,1071100,6.0,9.0,1750
68703,Mollys Irish Cream,1081200,8.92,13.38,1000
900598,Knappogue Castle 16YR Twin Wood,1012400,47.5,71.25,750
937067,SOOH Mr Boston Vodka,1031100,3.97,5.96,1000
907697,OYO American Character Vodka,1031100,19.5,29.25,750
933757,Absolut Elyx,1032100,15.99,23.99,750
905866,SOOH Game of Thrones House Tully - Singleton of Glendullan,1012200,18.99,28.49,750
904829,Dalmore 18YR,1012200,113.33,170.0,750
905195,Famous Grouse Smoky Black,1012200,12.44,18.66,750
973753,E & J Apple,1051100,2.0,3.0,200
984195,99 Butterscotch,1081400,7.5,11.25,750
910880,Forty Creek Copper Pot,1012100,14.5,21.75,750
912863,Rich & Rare Apple,1012100,5.0,7.5,750
949750,Ch�teau Arton FINE BLANCHE Armagnac,1052100,25.0,37.5,750
928126,Bloom Gin,1042100,17.5,26.25,750
994768,Tequila Don Ramon A�ejo,1022200,21.0,31.5,750
988020,Los Arango Blanco,1022200,21.23,31.85,750
995002,Don Ramon Tequila Silver,1022200,15.0,22.5,750
987370,Codigo 1530 Tequila Rosa Blanco,1022200,29.84,44.76,750
988007,Los Amantes Joven,1022200,26.67,40.01,750
987370,Codigo 1530 Tequila Rosa Blanco,1022200,30.0,45.0,750
926902,Jack Daniels Single Barrel Mini,1011400,23.4,35.1,50
940146,Burnetts Ruby Red Grapefruit,1031200,4.5,6.75,750
940082,St George Green Chile Vodka,1031200,18.33,27.5,750
939900,360 Red Delicious Apple,1031200,7.0,10.5,750
921201,Rebel Yell KSBW Mini,1011200,4.66,6.99,50
927797,Amador Bourbon Double Barrel,1011200,26.67,40.01,750
916266,Four Grain Straight Bourbon Bottled in Bond,1011200,43.0,64.5,750
976686,Peychauds Aperitivo,1081300,12.5,18.75,750
972607,Bols Black Raspberry,1081300,6.0,9.0,1000
965074,Giffard Creme de Pamplemousse Rose Pink Grapefruit Liqueur,1082000,13.25,19.88,750
967085,Tiramisu Italian Liqueur,1082000,13.34,20.01,750
100858,Aviation American Gin w/Martini Glasses,1701100,14.17,21.26,750
936076,SOOH Kru 82 Vodka Glass,1901200,12.72,19.08,1750
904769,Burnetts Sweet Tea,1901200,4.5,6.75,750
904446,Hiram Walker Blackberry Brandy,1901200,4.39,6.59,750
902165,Phillips Raspberry Long Island Iced Tea,1901200,8.3,12.45,1750
928271,Cedar Ridge Private Cask Iowa Bourbon Selection 105prf,1011800,23.0,34.5,750
903269,Bartender's Bananas Over You,1901200,5.28,7.92,1000
903825,Mr Boston Five Star Brandy,1901200,5.61,8.42,1000
926713,Virginia Distillery Courage and Conviction,1091100,31.67,47.51,750
981510,Ullr Ordic Libation,1081000,12.5,18.75,750
902219,Connemara Single Malt,1901200,32.8,49.2,750
995275,Port Askaig 110prf,1012300,44.34,66.51,750
927195,Leadslingers Fighting Spirit Rye Whiskey,1011600,19.0,28.5,750
902491,Martell Cordon Bleu,1901200,69.96,104.94,750
903355,Chivas Regal 18yr Scotch,1901200,34.99,52.49,750
902880,Glenfarclas 25YR,1901200,121.5,182.25,750
903691,Agwa Herbal Liqueur,1901200,19.1,28.65,750
906066,Few Bourbon,1901200,24.17,36.26,750
902728,Clontarf Classic Blend Irish,1901200,11.0,16.5,750
933715,Beluga Gold Line Vodka,1901200,59.22,88.83,750
965178,Iichiko Silhouette Shochu,1082100,9.34,14.01,750
903475,White Horse Scotch,1901200,8.68,13.02,750
976641,Haymans Old Tom Gin,1042000,14.75,22.13,750
946916,Sammy's Beach Bar Rum,,13.17,19.76,750
902152,Sauza Cien Anos Blanco,,10.58,15.87,750
902209,Edradour 10yr Sing Malt Scotch,1901200,32.67,49.01,750
942265,Scarlet Ibis Trinidad Rum,1062100,16.92,25.38,750
903701,Scorpion Mezcal Silver,1901200,22.66,33.99,750
986778,Ole Smoky Lemon Drop Moonshine,1011700,11.99,17.99,750
902792,Zambello Red Sambuca,1901200,16.83,25.25,750
936261,Hangar One Straight Vodka,1031000,18.0,27.0,750
933316,Arrow Sloe Gin,1901200,4.5,6.75,750
5404,Laphroaig Select,1012300,21.5,32.25,750
75899,Port Hawk Spiced Rum,1062400,7.0,10.5,1750
958743,Cody Road Egg Nog,1081200,5.0,7.5,375
937053,Foundry Vodka Custom,1031100,7.93,11.9,750
925016,Ole Smoky Blended Whiskey,1011100,10.0,15.0,750
926244,OBTAINIUM Light Whiskey,1011100,15.29,22.94,375
986990,Cedar Ridge Sir Maple Bourbon Whiskey,1011100,138.0,207.0,750
928194,Second Glance American Whiskey,1011100,26.67,40.01,750
27796,Bird Dog Apple,1011100,17.33,26.0,750
984168,99 Coconut Mini,1081400,6.0,9.0,50
914206,Pendleton Directors Reserve,1012100,95.0,142.5,750
951070,Barsol Selecto Italia Pisco,1052100,19.78,29.67,750
900587,Gran Patron Smoky,1022200,112.5,168.75,750
994881,Grays Peak Vodka Meyer Lemon,1031200,10.0,15.0,750
939645,Western Son Grapefruit Mini,1031200,4.0,6.0,50
936002,Pinnacle Blackberry,1032200,6.5,9.75,750
936707,Belvedere Ginger Zest,1032200,17.15,25.73,750
934447,Ketel One Citroen,1032200,22.0,33.0,1750
919672,McCormick Gold Label MO Bourbon,1011200,11.27,16.91,1750
926491,Steeple Ridge Bourbon,1011200,11.25,16.88,375
917669,Duke Bourbon Whiskey,1011200,20.84,31.26,750
984393,SOOH 99 Watermelon Mini,1081300,6.0,9.0,50
975656,Letherbee Fernet,1081300,21.0,31.5,750
969718,Dr Peppermint,1081300,8.66,12.99,750
68956,Union Rosies Irish Cream,1082000,10.5,15.75,750
68800,Quinns Irish Cream Liqueur,1082000,5.73,8.6,750
903209,Pueblo Viejo Reposado,1901200,11.0,16.5,750
977476,Trave Amaretto,1901200,3.0,4.5,750
926727,Driftless Glen Cask Strength Single Barrel Rye Buy the Barre,1011600,30.0,45.0,750
916468,1792 Bottled in Bond Bourbon Barrel,1011500,20.0,30.0,750
986990,Cedar Ridge Sir Maple Bourbon Whiskey,1011800,108.6,162.9,750
902160,Canadian Hunter Whisky,1901200,5.85,8.78,1000
903525,Jewel Of Russia Classic,1901200,26.67,40.01,1000
973452,Dekuyper Luscious Pomegranate,1081000,6.5,9.75,750
987362,Clase Azul Durango Mezcal Joven,1022300,131.67,197.51,750
942261,Facundo Eximo,1062100,40.0,60.0,750
927098,Rebel Yell Straight Rye Whiskey,1011600,14.85,22.28,750
994187,Auchentoshan American Oak,1012300,20.99,31.49,750
942082,Angsotura 5YR Gold Rum,1062100,10.4,15.6,750
926760,Lip Service Rye,1011600,22.5,33.75,750
942393,Ron Barcelo Imperial,1062100,15.8,23.7,750
915958,Brenne Single Malt Estate Cask,1092100,33.0,49.5,750
915997,Penderyn Single Malt Welsh Why.,1901200,38.09,57.14,750
902874,Maraska Kruskovac Pear Liqueur,1901200,14.64,21.96,750
997878,Beer Barrel Bourbon,1011500,19.99,29.99,750
903391,Moletto Grappa D'nebbiolo,1901200,19.62,29.43,750
40569,Pride of the Wapsi DISCO,1090000,9.09,13.64,375
926942,Rossville Union Master Crafted Rye Whiskey,1011600,17.34,26.01,750
904900,Conjure,1901200,21.34,32.01,750
995512,Vikre Øvrevann Aquavit,1092100,19.34,29.01,750
904723,Glendronach 18yo,1901200,84.96,127.44,750
976896,Platte Valley Fireshine,1081000,11.0,16.5,750
968696,Marie Brizard White Cocoa,1092100,12.67,19.01,750
967608,Luxardo Morlacco Cherry Liqueur,1901200,15.99,23.99,750
940020,Burnetts Cherry Limeade,,4.5,6.75,750
941331,Burnetts Cranberry,1901200,4.5,6.75,750
974142,Grind Espresso Shot,1081100,9.0,13.5,750
941991,Firefly Skinny Tea,1901200,9.34,14.01,750
945942,Naked Turtle,1062200,6.49,9.74,750
963687,Salvadors Spicy Lime Margarita,1071100,6.0,9.0,1750
978108,Banana Pudding Sippin'' Cream,1081200,13.52,20.28,750
980524,Appalachian Strawberry Dream Sippin Cream,1081200,13.52,20.28,750
915642,Jameson Caskmates IPA Mini,1012400,7.08,10.62,50
915918,Tullamore Dew 15YR,1012400,50.0,75.0,750
37641,River Pilot Vodka Mini,1031100,10.0,15.0,500
939820,99 Raspberry Mini,1031100,6.0,9.0,50
933651,Green Mark Vodka,1032100,6.59,9.89,750
994682,Bruichladdich PC Islay Barley 2012,1012200,39.97,59.96,750
994487,COMPASS BOX THE STORY OF THE SPANIARD,1012200,34.67,52.01,750
995096,Old Parr,1012200,19.99,29.99,750
927950,Slaughter House American Whiskey,1011100,20.0,34.5,750
921222,Redemption Bourbon Whiskey,1011100,13.9,20.85,750
983371,Ice Hole Mint Schnapps,1081400,4.6,6.9,50
994980,Mothers Schnapps Butterscotch,1081400,4.17,6.26,750
982618,Dekuyper Hot Damn!,1081400,11.54,17.31,1750
984630,Phillips Schnapps Cinnamon Hot PET,1081400,7.45,11.18,750
928253,Bombay Sapphire Gin,1042100,15.0,22.5,50
988662,Hacienda Vieja Anejo,1022200,13.84,20.76,750
