store_number,store_name,store_location,address,city
2708,Hy-Vee Fast and Fresh - Windsor Heights,POINT (-93.717442 41.614647),7220 Hickman Rd,Windsor Heights
5334,Mill St Liquor,POINT (-93.535032 43.419668),107 N Mill St,Lake Mills
4231,Fareway Stores #719 / Le Mars,POINT (-96.164909 42.793066),115 Plymouth St NE,Le Mars
4191,Fareway Stores #995 / Pella,POINT (-92.941983 41.412241),2010 Washington St,Pella
4161,Fareway Stores #950 / Iowa City,POINT (-91.575636 41.650842),2530 Westwinds Dr,Iowa City
5402,City Liquor,POINT (-91.530225 41.656031),425 S Gilbert Street,Iowa City
5643,Conoco / Le Grand,POINT (-92.78465400000002 42.006665),806 W Main St,Le Grand
5385,Vine Food & Liquor,POINT (-93.741511 41.580206),2704 Vine St.,West Des Moines
2554,Hy-Vee Food Store / Davenport,POINT (-90.620725 41.510523),3019 Rockingham Road,Davenport
5686,Flashmart #101 / WDM,POINT (-93.752572 41.570151),3501 EP True Parkway,West Des Moines
5939,Eddy's Liquors / Alta,POINT (-95.304162 42.674335),103 S Main St,Alta
5153,Oak Street Station LLC,,2403 Us Hwy 18,Inwood
5918,The Snack Shack #2 / Waterloo,POINT (-92.33218000000001 42.490354),189 W 11th St,Waterloo
2674,Hy-Vee Food Store / Lamoni,POINT (-93.924475 40.623647),720 East Main,Lamoni
5259,Gameday Liquor,POINT (-95.916235 41.284951),924 Locust St,Glenwood
4998,Lake City Food Center,POINT (-94.724867 42.267363),820 E Main St,Lake City
4844,Iowa City Fast Break,POINT (-91.571064 41.632792),"2580, Naples Ave",Iowa City
5293,The Boonedocks,POINT (-95.125928 43.370941),"228, N Hwy 71",Arnolds Park
2459,Reinhart Foods,,200 State Po Box 98,Guthrie Center
5632,One Stop Shop,POINT (-94.679177 42.732603000000005),700 W Elm Ave,Pocahontas
3907,Smokin' Joe's #16 Tobacco and Liquor Outlet,POINT (-91.030569 41.442458),1504 Park Ave,Muscatine
5138,Kellogg Country Store,POINT (-92.903113 41.7144),"103, Blair St",Kellogg
4254,Fareway Stores #849 / Emmetsburg,POINT (-94.677307 43.109244),2008  12th St,Emmetsburg
5021,Kum & Go #608 / Okoboji,POINT (-95.129128 43.382148),1001 Sanborn Ave,Okoboji
2669,Hy-Vee / Corydon,POINT (-93.317462 40.758432),"105, E Jackson St",Corydon
5005,Laurens Food Pride,POINT (-94.853219 42.846725),410 W Main St,Laurens
3973,MMDG SPIRITS / Ames,POINT (-93.650131 42.021789),126A Welch Ave,Ames
4857,Westland Fast Break,POINT (-91.169516 40.811817),1108 W Agency Rd,West Burlington
5665,New Star / Fort Dodge,,,
5894,Whiskey Business / Allerton,POINT (-93.36933 40.707034),104 N Prairie St,Allerton
5871,GM Mart / Iowa City,POINT (-91.493643 41.633009),2601 Highway 6 East,Iowa City
5715,Raysmarket,POINT (-92.291731 42.478437),3452 Lafayette Road,Evansdale
5027,Hard Rock Hotel & Casino Sioux City,POINT (-96.40942000000001 42.493049),111 3rd St,Sioux City
5536,The Filling Station / Ames,POINT (-93.639358 42.000718),2400 University Blvd,Ames
5070,Jeff's Market / Wilton,POINT (-91.016579 41.58873),101 E 4th St,Wilton
4067,Freeman Foods,POINT (-91.837922 41.465008),268 8th Ave,Wellman
5466,Southside Tobacco & Liquor,POINT (-93.624729 41.56373),2424 SW 9th St #1,Des Moines
3890,Smokin' Joe's #7 Tobacco and Liquor Outlet,POINT (-91.683669 41.972773),904  1st Ave NW,Cedar Rapids
5071,Jeff's Market / Durant,POINT (-90.911744 41.600606),408 6th Ave,Durant
4509,AJ'S LIQUOR II,POINT (-93.650838 42.021461),2515 Chamberlain,Ames
4275,Fareway Stores #980 / Knoxville,POINT (-93.109473 41.308103),1308 S Lincoln St,Knoxville
4604,Pit Stop Liquors / Newton,POINT (-93.035654 41.699173),"1324, 1st Ave E",Newton
5650,The Depot Williamsburg,,103 Highland St,Williamsburg
3712,Monte Spirits,POINT (-92.523692 41.585429),109 N 4th St,Montezuma
5458,R&L Foods,POINT (-96.234214 43.279316),213 Main St.,Doon
5731,Hometown Foods,POINT (-92.343118 42.476639),1010 East Mitchell Avenue,Waterloo
4069,Fareway Stores #648 / Ottumwa,POINT (-92.440213 41.00934),1325 Albia Rd,Ottumwa
2596,Hy-Vee Ottumwa#2,,2453 North Court,Ottumwa
5735,Super Saver Liquor -Muscatine,POINT (-91.042755 41.440327),1510 A Isett Avenue,Muscatine
5110,Ramsey's Market Liquor,POINT (-94.560455 40.882645),"200, N Walnut St",Lenox
5050,Fareway Stores #147 / Carlisle,POINT (-93.499634 41.49794500000001),"1115, Bluestem Dr",Carlisle
5268,The Depot Atkins,POINT (-91.862705 41.992623),"188, Parkridge Rd",Atkins
5866,Hometown Family Market,POINT (-92.716422 42.187653),310 2nd St,Gladbrook
5882,Hometown Foods / State Center,POINT (-93.162349 42.016845),120 E Main St,State Center
5539,Casey's General Store #1901 / Des Moines,POINT (-93.653318 41.680398),2541 NW 66th Ave,Des Moines
4183,Fareway Stores #589 / Decorah,POINT (-91.785286 43.303291),103 E Main,Decorah
3484,Jeff's Foods,POINT (-95.808579 42.825681),110 W Cedar St,Marcus
4042,Lake Ohana Market / Mineola,POINT (-95.742414 41.130204),23226 Centre Dr,Glenwood
5104,Rustic Lure Wine and Spirits,,"72, N Okoboji Grove Rd",Arnold's Park
5905,Aj's Jack & Jill / West Branch,POINT (-91.343394 41.671391),115 E Main St,West Branch
5924,Rush Stop / Charles City,POINT (-92.682538 43.061014),609 S Main St,Charles City
5702,Westside Petro,POINT (-91.71449 41.482402),103 1st Street,Kalona
5481,Tobacco Outlet & Liquor,POINT (-91.650633 41.989033),1545 1st Ave SE,Cedar Rapids
4189,Fareway Stores #594 / Manchester,POINT (-91.457225 42.48217),109 East Marion St,Manchester
4180,Smokin' Joe's #10 Tobacco and Liquor Outlet,POINT (-91.605094 42.033366),480 7th Ave,Marion
4137,Fareway Stores #989 / Waukee,POINT (-93.86786 41.614033),200 SE Laurel St,Waukee
5263,Bernie's Booze LLC,POINT (-96.308805 43.199647),"950, West View Dr",Rock Valley
4757,EZ Mart / Bondurant,POINT (-93.457069 41.692534),1111 SE Lincoln St,Bondurant
5741,Hass Market,POINT (-90.188301 41.844485),122 South 2nd Street,Clinton
5856,Station Mart #1 - Evansdale,POINT (-92.287994 42.47724500000001),3594 Lafayette Road,Evansdale
5316,Brother's Market/ Sigourney,POINT (-92.205098 41.332944),118 South Main Street,Sigourney
4252,Fareway Stores #840 / Monticello,POINT (-91.191385 42.241939),433 N Farley St,Monticello
4392,KUM & GO #156 / Clive,POINT (-93.834209 41.614732),15600 Hickman Rd,Clive
5902,GM Minimart / Muscatine,POINT (-91.071582 41.422928),2307 Lucas St,Muscatine
2556,Hy-Vee Wine and Spirits / Estherville,POINT (-94.829962 43.402096),1033 Central Avenue,Estherville
4901,Fareway Stores #137 / Polk City,POINT (-93.719323 41.763876),1101 S 5th St,Polk City
5254,Discount Liquor,POINT (-91.63487100000002 42.007104),2933 1st Ave SE,Cedar Rapids
4818,Decorah Mart,POINT (-91.796988 43.307662),"303, College Dr",Decorah
5482,Iowa Mini Mart,POINT (-90.576054 41.522413),234 W 3rd St,Davenport
4011,Jim and Charlies Affiliated,POINT (-92.808389 41.028644),121 North Clinton,Albia
2113,Jamboree Foods,POINT (-94.289457 42.28057),1119 Market St. Box 71,Gowrie
5649,The Depot Tiffin,POINT (-91.665196 41.707121),221 W Marengo Rd,Tiffin
5683,Casey's General Store #2697 / Onawa,POINT (-96.097205 42.03035700000001),706 10th St,Onawa
5532,The Food Center,POINT (-92.920853 43.3785),215 W 4th St,Saint Ansgar
4196,Fareway Stores #987 / Davenport,POINT (-90.598191 41.574438),1635 West 53rd St,Davenport
5092,Kum & Go #3035 / West Des Moines,POINT (-93.80783900000002 41.589057),7265 Vista Dr,West Des Moines
2712,Hy-Vee / Decorah,POINT (-91.79777100000001 43.291023),915 Short St #107,Decorah
5727,One Stop Shop #4 - Denison,POINT (-95.36107 42.020388),306 North 7th Street,Denison
5147,Victor's Market,POINT (-92.301206 41.730666),1001 3rd  St,Victor
5219,Kirkwood Liquor & Tobacco,POINT (-91.531628 41.649432),"300, Kirkwood Ave",Iowa City
5511,The Depot North Liberty,,1290 S Dubuque St,North Liberty
4405,KUM & GO #92 / ANKENY,POINT (-93.58166 41.731869),1025 E  1st St,Ankeny
5870,Keystone Liquor,POINT (-91.574095 41.671543),517 2nd St,Coralville
4247,Fareway Stores #879 / Belmond,POINT (-93.616788 42.850357),512 River Ave N,Belmond
5436,Smokin' Joe's #8 Tobacco and Liquor Outlet,,90 W. Kimberly Rd Ste 55-56,Davenport
5843,Leaf Brothers Cigars / WDM,POINT (-93.839693 41.600235),9500 University Ave  #1101,West Des Moines
4448,Kum & Go #572 / URBANDALE,POINT (-93.769429 41.646391),4860 NW Urbandale Dr,Urbandale
4019,Wal-Mart 1506 / Manchester,,1220 West Main,Manchester
3981,Wal-Mart 1152 / Sioux Center,POINT (-96.179835 43.060881),255 16th St SW,Sioux Center
2584,Hy-Vee Food Store / Fort Madison,POINT (-91.343544 40.626988),2606 Avenue L,Fort Madison
4318,Fareway Stores #841 / Red Oak,POINT (-95.321174 41.663944),811 Broadway,Red Oak
3811,Wal-Mart 1431 / Keokuk,POINT (-91.407263 40.418589),300 North Park Dr,Keokuk
4272,Fareway Stores #407 / Esterville,POINT (-94.829963 43.402096),1108 Central Ave,Estherville
3626,Wal-Mart 2714 / Spencer,POINT (-95.152474 43.126816),500  11th St,Spencer
5654,Tequila Wine & Spirits,POINT (-91.714459 41.483411),215 1st ST,Kalona
3488,Bender's Foods,POINT (-90.42292 42.255449),400 S Second,Bellevue
4006,Larchwood Offsale,POINT (-96.435452 43.453843),913 Brown St Po Box 326,Larchwood
2568,Hy-Vee Food Store #4 / Cedar Rapids,POINT (-91.650755 41.988967),1556 First Avenue NE,Cedar Rapids
4266,Wal-Mart 1683 / Shenandoah,POINT (-95.385114 40.760282),705 S Fremont,Shenandoah
5145,South Side Food Mart,POINT (-93.628783 41.526511),1101 Army Post Rd,Des Moines
4284,Fareway Stores #559 / Iowa Falls,POINT (-93.263746 42.522324),500 Iowa St,Iowa Falls
3629,Wal-Mart 1965 / Council Bluffs,,3200 Manawa Dr,Council Bluffs
2478,Prairie Meadows,,One Prairie Meadows Drive,Altoona
4896,Barrys Mini Mart,POINT (-91.38553 43.050183),"403, Chestnut St",Harpers Ferry
5637,Catfish Charlie's,,1630 East 16th St,Dubuque
4236,Fareway Stores #551 / Eagle Grove,POINT (-93.903801 42.665165),205 NW  1st St,Eagle Grove
5665,New Star / Fort Dodge,POINT (-94.196625 42.497609),704 Avenue C,Fort Dodge
3656,Target Store T-1767 / Ankeny,POINT (-93.581201 41.708563),2135 SE Delaware Ave,Ankeny
3666,Target Store T-1771 / Cedar Rapids,POINT (-91.716111 41.944272),3400 Edgewood Rd SW,Cedar Rapids
2579,Hy-Vee Food Store / Grinnell,POINT (-92.727343 41.7283),320 West Street South,Grinnell
4015,Wal-Mart 0749 / Ames,POINT (-93.62068300000001 42.05242),3015 Grand Ave,Ames
3886,Wal-Mart 0646 / Anamosa,POINT (-91.26496500000002 42.101677),101  115 St,Anamosa
5626,Corwith Farm Service,POINT (-93.957384 42.99274),205 NW Elm St,Corwith
3660,Wal-Mart 2935 / Knoxville,POINT (-93.106728 41.306176),814 W Bell Ave,Knoxville
3625,Wal-Mart 0892 / Ankeny,POINT (-93.582348 41.70486400000001),1002 SE National Dr,Ankeny
4025,Karam Kaur Khasriya Llc,POINT (-92.277759 41.897052),702 13th St,Belle Plaine
4698,Quality Quick Stop,POINT (-91.965379 41.006639),201 W Burlington Ave,Fairfield
3959,Hartig Drug Company #8/University,POINT (-90.688027 42.498279),1600 University Ave,Dubuque
4443,Palo Mini Mart,POINT (-91.795808 42.070316),1204 1st St,Palo
3707,Target Store T-1768 / Cedar Rapids,POINT (-91.649625 42.035157),1030 Blairs Ferry Rd NE,Cedar Rapids
4248,Fareway Stores #021 / Sheldon,POINT (-95.821001 43.186061),2603 Park St,Sheldon
5693,Hull Food Center / Hull,POINT (-96.132644 43.185778),1023 Black Forest Rd.,Hull
3910,Riverside Casino And Resort,POINT (-91.531499 41.496387000000006),3184 Highway 22,Riverside
3654,The Beverage Shop / Belmond,POINT (-93.615247 42.845901),207 E Main St,Belmond
3769,Wal-Mart 0753 / Cedar Fall,POINT (-92.440394 42.485042),525 Brandilynn Blvd,Cedar Falls
5432,"Brick Street Market, LLC",POINT (-93.461564 41.689492),114 Brick Street,Bondurant
5245,Best Trip,POINT (-93.613469 41.57592900000001),"1516, SE  1st St",Des Moines
5413,Lil' Chubs Corner Stop,POINT (-96.430827 43.30226),712 S Oak St,Inwood
5692,Locust Mart / Davenport,POINT (-90.680408 41.538169),11423 160th St,Davenport
5339,Prime Star,POINT (-92.074374 41.792953),395 Western Avenue,Marengo
5403,Golden Mart,POINT (-90.588375 41.520158),1026 W River Drive,Davenport
5186,Casey's General Store #3452 / West U,POINT (-91.807488 42.96421000000001),"102, E  Bradford St",West Union
5156,Casey's General Store #1020  / Le Cl,POINT (-90.345923 41.598593),"210, Jones St",Le Claire
5083,Central Mart,POINT (-96.422992 42.494265),"1203, Tri View Ave",Sioux City
5462,7Star Liquor & Tobacco Outlet,POINT (-91.680323 41.977958),502 E Ave NW,Cedar Rapids
3664,Shade Tree Liquors,POINT (-93.218339 43.443739),90 10th St S,Northwood
5434,"MK Minimart, Inc",POINT (-91.156304 40.826019),101 E Mt. Pleasant Street,West Burlington
4911,Casey's General Store #1061 / Princeton,POINT (-90.340914 41.677287),500 Hwy 67 N,Princeton
5726,Ehlinger's Vinton Express,POINT (-92.037532 42.168297),310 K Avenue South,Vinton
5380,Transit General Store,POINT (-96.378682 42.476368),2324 Transit Plaza,Sioux City
2514,Hy-Vee Drugstore / Marion,POINT (-91.582229 42.033186),2790 7th Avenue,Marion
4633,Kwik Shop #520 / Carter Lake,,1202 East Locust St,Carter Lake
5164,Bucky's Express #22 / Council Bluffs,POINT (-95.900444 41.244643),3434 Nebraska Ave,Council Bluffs
5253,The Corner Store,POINT (-91.774711 42.181816),"4200, Lewis Access Rd",Center Point
2711,Hy-Vee Gas #2 / Ottumwa,POINT (-92.408157 41.050459),2457 N Court St,Ottumwa
4186,H and A Mini Mart /BP,POINT (-93.644946 41.531145),5901 FLEUR DR,Des Moines
5476,Eldridge Mart,POINT (-90.58154 41.654676),209 E LeClaire Rd,Eldridge
5592,Hubers Store,POINT (-91.932448 43.14339),101 Main St,Fort Atkinson
4694,Rina Mart LLC / Davenport,POINT (-90.631357 41.561712),"3815, West Kimberly Rd",Davenport
5441,Liquor on the Corner,POINT (-95.547298 42.749597),300 East Main,Cherokee
4068,Sa Petro Mart,POINT (-93.703344 41.570743),136  1ST ST,West Des Moines
4808,CB Quick Stop / Council Bluffs,POINT (-95.902474 41.262812),"3500, Ave A",Council Bluffs
5670,Jonesy's Stop N Shop,POINT (-93.19198 42.98556700000001),104 N 1st St,Rockwell
5642,Waspy's Truck Stop,POINT (-94.925086 41.705438),2079 HWY 71,Audubon
4559,Osage Payless Foods,POINT (-92.811539 43.285134),633 CHASE ST,Osage
5004,Ida Grove Food Pride,,200 Susan Lawrence Dr,Ida Grove
4371,Kum & Go #50 / West Des Moines,POINT (-93.77275 41.55871),745 S 51st St,West Des Moines
4359,Kum & Go #75 / Waukee,POINT (-93.865479 41.600403),350 SE University Ave,Waukee
4559,Randy's Neighborhood Market / Osage,POINT (-92.811539 43.285134),633 CHASE ST,Osage
5841,Sweetwater Spirits - Livermore,POINT (-94.185291 42.868501),405 4th Avenue,Livermore
4635,Kwik Shop #563 / Cedar Rapids,POINT (-91.684707 41.972397),1001 1st Ave SW,Cedar Rapids
6035,Bootlegging Barzinis,POINT (-91.565517 41.672672),412 First Ave,Coralville
4592,Dyno's #29 / Emmetsburg,POINT (-94.681939 43.111913),"2401, Main",Emmetsburg
3403,Econ-o-mart / Columbus Junction,POINT (-91.359363 41.280107),103 Walnut St. E,Columbus Junction
5358,Kum & Go #1056/ Bevington,POINT (-93.790419 41.360431),101 E IA Hwy 92,Bevington
5405,Kum & Go #524/ Coralville,POINT (-91.607454 41.700517),2600 Holiday Rd,Coralville
4439,CENTER POINT FOODS,POINT (-91.775735 42.177736),800 Ford Lane,Center Point
5842,Urbandale Liquor,POINT (-93.705732 41.629411),6401 Douglas Ave  STE 1,Urbandale
4511,Super Quick / SE 30 DM,POINT (-93.558326 41.585264),303 SE 30th St,Des Moines
4640,Mart Stop #1 / Davenport,POINT (-90.547751 41.5563),3527 Spring St,Davenport
5060,L&M Mighty Shop,POINT (-91.52843 41.657818),"504, E Burlington St",Iowa City
4938,Pronto Market,POINT (-91.905522 42.615596),201 S Main St,Hazleton
5677,Yesway Store #1198 / Swea City,POINT (-94.307691 43.384941),101 4th Ave W,Swea City
5537,Pronto Market / Sumner,POINT (-92.098713 42.847481),117 W 1st St,Sumner
4591,Casey's General Store #3052 / Clarion,POINT (-94.194823 42.504085),"222, Central Ave",Clarion
4485,DYNO'S 51 / SANBORN,POINT (-95.656064 43.186035000000004),101 W 7th St,Sanborn
4395,KUM & GO #133 / Ellsworth,POINT (-93.572941 42.309754),1111 Ia Highway 175,Ellsworth
5322,Avoca Food Land,POINT (-95.33778 41.487428),212 West Wood St.,Avoca
4182,Fareway Stores #008 / Dyersville,,1207  12th Ave SE,Dyersville
5383,Casey's General Store # 1753/ Northwood,POINT (-93.220903 43.445493),101 8th St. N,Northwood
4184,Fareway Stores #998 / Muscatine,POINT (-91.08192400000001 41.435264),2100 Cedar Plaza Dr,Muscatine
4806,Giri's Liquor Store / West Liberty,POINT (-91.260581 41.578585),"1006, N Columbus St",West Liberty
4981,Sinclair Food Mart,POINT (-92.465474 42.196408),206 N Main St,Traer
5839,Station Mart #2,POINT (-92.297765 42.462807),1119 River Forest Road,Evansdale
6020,I Towner Stop / Indianola,POINT (-93.565855 41.358365),403 W 2nd Ave,Indianola
5404,The Depot Oxford LLC,POINT (-91.790636 41.724565),220 N Augusta Ave,Oxford
5546,Casey's General Store #2341 / Newton,POINT (-93.013639 41.699186),3104 1st Ave E,Newton
4233,Fareway Stores #815 / Cresco,POINT (-92.116902 43.371089),112 S Elm St,Cresco
4200,Fareway Stores #019 / Sioux City,POINT (-96.373252 42.538578),4016 Indian Hills Dr,Sioux City
4182,Fareway Stores #008 / Dyersville,POINT (-91.111904 42.475277),1207  12th Ave SE,Dyersville
5821,Casey's General Store #3645 / Lone Tree,POINT (-91.425665 41.490723),302 N Devoe St,LoneTree
2679,Hy-Vee Fast & Fresh/Altoona,,3950 Prarie Fire NW,Altoona
5701,The Hut 23,POINT (-96.097184 42.03192),603 10th Street,Onawa
3912,Smokin' Joe's #14 Tobacco and Liquor Outlet,,225 Edgewood Rd,Cedar Rapids
5485,Story City Market,POINT (-93.599757 42.185827),306 Washington,Story City
5609,Casey's General Store #2682 / Oelwein,POINT (-91.911999 42.676653),105 1st Ave SE,Oelwein
4289,Fareway Stores #062 / Waukon,POINT (-91.484321 43.256623),777  11th Ave SW,Waukon
5155,New Star  /  Ansborough Ave,POINT (-92.376863 42.493091),"1459, Ansborough Ave",Waterloo
5411,Bluejay Market,POINT (-94.081127 41.838488),2810 Wills Ave,Perry
4873,Casey's General Store #2559 / Granger,POINT (-93.824366 41.758781),"1802, Sycamore St",Granger
5716,Big 10 Mart #69,POINT (-90.498167 41.575178),2480 East 53rd,Bettendorf
5640,Casey's General Store #3371 / New Hartford,POINT (-92.63291 42.565274),33000 HWY 57,New Hartford
5897,Tobacco Hut / Urbandale,POINT (-93.707052 41.629397),6535  Douglas Ave,Urbandale
5440,Quik-Pik,POINT (-95.900592 41.556396),502 West Erie St.,Missouri Valley
5925,Fredricksburg Food Center,POINT (-92.19947300000001 42.965098),100 W Main St,Fredericksburg
5997,Casey's General Store #1714 / Fairfield,POINT (-91.983308 41.006444),1901 W Burlington Ave,Fairfield
5743,Casey's General Store #3327 / Fairfield,POINT (-91.963638 40.988355),2125 Libertyville Rd,Fairfield
5353,New Star / Pella,POINT (-92.953534 41.38105500000001),977 198th Pl.,Pella
4473,Casey's General Store #92 / Panora,POINT (-94.361364 41.692351),"113, NE 3rd St",Panora
4234,Fareway Stores #788 / Spencer,POINT (-95.143388 43.145797),104 E Eighth St,Spencer
5524,East Side Liquor & Grocery,POINT (-92.893113 42.044345),1116 E Nevada St,Marshalltown
5052,Casey's General Store #3220 / Greenf,POINT (-94.453264 41.303367),"302, SE 6th St",Greenfield
4932,B and B West,POINT (-92.465838 42.509248),3105 Hudson Rd,Cedar Falls
5946,Tobacco Outlet Plus #530 / Ames,POINT (-93.610348 42.021386),204 S Duff Ave,Ames
5319,West Side Grocery,POINT (-90.60134 41.526774),1802 W 7th St,Davenport
5328,Cornerstone Apothecary,POINT (-92.091146 42.008325),122 Main St,Van Horne
5171,Gary's Liquor & Wine LTD,POINT (-91.344117 42.473764),"110, E Jefferson St",Delaware
4655,Casey's General Store #2237 / Prairie City,POINT (-93.247591 41.596714),1002 W 2nd St,Prairie City
5876,'Da Booze Barn / West Bend,POINT (-73.982421 40.305231000000006),108 S Broadway,West Bend
3528,Super Target T-0804 Mason City,POINT (-93.250371 43.148393),3450  4th St SW,Mason City
5129,Cash Saver  /  Fleur,POINT (-93.64492 41.546838),4121 Fleur Dr,Des Moines
3540,Super Target T-0533 / Davenport,POINT (-90.528585 41.573196),5225 Elmore Ave,Davenport
5900,New Star Fletcher / Waterloo,POINT (-92.367142 42.489119),315 Fletcher Ave,Waterloo
5936,CJ's Convenience Store / Elkader,POINT (-91.405293 42.85389),107 1st St SW,Elkader
3691,Target Store T-1791 / Urbandale,POINT (-93.769776 41.646972),11148 Plum Dr,Urbandale
5264,Casey's General Store # 2177/Mitchel,POINT (-93.358095 41.663434),"309, Center Ave",Mitchellville
3879,Target Store T-1800 / Sioux City,POINT (-96.332446 42.448939),5775 Sunnybrook Dr,Sioux City
4562,Casey's General Store #2989 / Mechanicsville,,206 Short St,Mechanicsville
5204,Quik Stop  /  Burlington,POINT (-91.112658 40.826163),1812 Osborn St,Burlington
4544,Casey's General Store #1898 / Osceola,POINT (-93.765678 41.035778),114 N Main St,Osceola
5269,Lefty's Convenience Store Inc,POINT (-91.618537 42.148),"105, Main St",Alburnett
3651,Wal-Mart 1491 / Indianola,,1500 North Jefferson,Indianola
4723,Walgreens #10557 / Cedar Falls,POINT (-92.476153 42.540389),2509 Whitetail Dr,Cedar Falls
3628,Wal-Mart 1528 / Cedar Rapids,POINT (-91.680734 42.034748),2645 Blairs Ferry Rd NE,Cedar Rapids
5469,Chrome Truck Stop,POINT (-94.233234 43.082769),211 Highway 18 E.,Algona
4246,Fareway Stores #938 / Shenandoah,,1007 S Fremont St,Shenandoah
4523,Casey's General Store #2563 / Exira,POINT (-94.879847 41.591142),312 W Washington St,Exira
4982,Kimmes Country Store Alta 05,POINT (-95.303734 42.675619),101 E  Hwy 7,Alta
5133,Don's Food Center,POINT (-96.056723 43.00638),"102, Albany Ave NE",Orange City
3690,Target Store T-1792 / Waterloo,POINT (-92.325387 42.464521),1501 E San Marnan,Waterloo
3866,Target Store T-1170 / Ames,POINT (-93.61036300000002 42.019875000000006),320 S Duff,Ames
5419,Casey's General Store # 3604/Hinton,POINT (-96.291721 42.627552),121 N Floyd Ave,Hinton
4660,Hill Brothers Jiffy Mart / Cedar Rapids,POINT (-91.642561 41.977226),"1904, Mt Vernon Rd SE",Cedar Rapids
6054,Liberty View Wine & Spirits / North Liberty,POINT (-91.62235 41.752253),595 Country Lane  STE 1,North Liberty
4783,Casey's General Store #1684 / Emmetsburg,POINT (-94.68211 43.111911),2406 Main St,Emmetsburg
4731,Walgreens #05060 / Clive,POINT (-93.793613 41.600487),12753 University Ave,Clive
4092,Fareway Stores #077 / Norwalk,POINT (-93.675528 41.483259),1711 Sunset Dr,Norwalk
4321,Fareway Stores #501 / Charles City,POINT (-92.674449 43.052712),210  11th St,Charles City
4668,Clear Lake Payless Foods,POINT (-93.380368 43.135941),20 South 4th St,ClearLake
5289,Yesway Store # 10020/ Story City,POINT (-93.597789 42.186722),527 Park Ave,Story City
4855,Casey's General Store #3200 / Strawberry Point,POINT (-91.539837 42.684496),"308, W Mission",Strawberry Point
5124,Price Chopper  /  Johnston,POINT (-93.736517 41.659057),5440 NW  86th St,Johnston
4713,Walgreens #10985 / Coralville,POINT (-91.60946 41.70051),2751 Heartland Dr,Coralville
4703,Walgreens #00910 / Sioux City,POINT (-96.404911 42.490838),100 Pierce St,Sioux City
5822,Casey's General Store #2836 / Monroe,POINT (-93.101746 41.517646),509 S Monroe St,Monroe
5807,Casey's General Store #1028 / Middletown,,75 Main St,Middletown
5394,Casey's General Store #2183/Decorah,POINT (-91.754302 43.289229),1807 Old Stage Rd.,Decorah
3871,Target Store T-0069 / Wdm,POINT (-93.75199800000001 41.598813),1800  35th St,West Des Moines
5159,Kimmes Rockwell City Country Store #,POINT (-94.638843 42.39872),"730, High St",Rockwell City
5862,Southgate Expresse - Ames,POINT (-93.610827 42.00099),110 Airport Road,Ames
4663,Casey's General Store #3077 / Peosta,POINT (-90.85041 42.443954),236 Peosta St,Peosta
5229,Casey's General Store #3422 / Norwal,POINT (-93.683934 41.47541700000001),"500, North Ave",Norwalk
4769,Elma Locker and Grocery,POINT (-92.435443 43.244311),100 Grant St,Elma
5790,Casey's General Store #1166 / Hull,POINT (-96.13760400000001 43.18538100000001),612 Division St,Hull
5940,Lakeland EZ Stop / Ruthven,POINT (-94.898534 43.126496),3474 Old Hwy 18,Ruthven
3934,Wal-Mart 1509 / Maquoketa,POINT (-90.66292 42.04869),103 E Carlisle,Maquoketa
5377,Casey's General Store # 2517/ Rockwell City,POINT (-94.637172 42.398728),627 High St.,Rockwell City
4517,Casey's General Store #2767 / Cedar Rapids,POINT (-91.635028 42.013062),3434 1st Ave NE,Cedar Rapids
4455,Kum & Go #1959 / Eldora,POINT (-93.113653 42.360612),2359 Edgington Ave,Eldora
2704,Hy-Vee Oelwein Dollar Fresh,POINT (-91.913615 42.6594),1345 S Frederick Ave,Oelwein
5671,Russ's Market #30,POINT (-95.745944 41.038205),900 S Locust,Glenwood
4727,Walgreens #07996 / Ankeny,POINT (-93.581219 41.702333),2702 SE Delaware Ave,Ankeny
3041,Shugar's Super Valu / Colfax,POINT (-93.244443 41.677932),28 E Howard,Colfax
3695,Mrs. B's Liquor,POINT (-95.977022 42.808951),623 S Marion St,Remsen
5542,Casey's General Store #2578 / Maquoketa,POINT (-90.657171 42.069166),801 E Platt,Maquoketa
4549,Casey's General Store #2913 / Colo,POINT (-93.309393 42.014866),702 Us Hwy 65,Colo
2609,Hy-Vee Drugstore #2 / Ames,POINT (-93.618247 42.025042),500 Main St,Ames
4817,Casey's General Store #3217 / Knoxville,POINT (-93.086255 41.318981),"1201, E Main St",Knoxville
5279,Casey's General Store # 2560/ Ames,POINT (-93.618576 42.05119),3020 Duff Ave,Ames
4524,Casey's General Store #1139 / Nora Springs,POINT (-93.005225 43.142731),14 E Congress,Nora Springs
4942,East Village Pantry,POINT (-93.613492 41.590253),333 E GRAND AVE,Des Moines
4512,Metro Mart #4 / Waterloo,POINT (-92.376365 42.500152),"2332, Falls Ave",Waterloo
5583,Casey's General Store #2498 / Wapello,POINT (-91.195863 41.185676),710 Hwy 61 N,Wapello
2718,Hy-Vee Waukon Dollar Fresh,POINT (-91.487004 43.256597),819 11th Ave SW,Waukon
5477,Casey's General Store #3293 / Marquette,POINT (-91.766633 43.148082),103 1st St,Marquette
5596,Pirillo Beverage,POINT (-91.913571 42.663529),1011 S Frederick,Oelwein
